tick,L,b,e_flux,v_coupling,total_q,total_sq,reaction_l1
1794,32,2,195153,119.767,-192,90562,2167
1794,32,4,104327,213.031,-192,537946,833
1795,32,1,477990,203.969,-138,27804,3640
1795,32,2,194521,42.6031,-138,90558,2140
1795,32,4,104938,186.508,-138,538522,854
1796,32,1,479624,78.2889,-107,27991,3497
1796,32,2,194409,111.676,-107,90703,2041
1796,32,4,104987,112.018,-107,539713,895
1797,32,1,476726,1.90959,-128,27886,3493
1797,32,2,193885,78.3511,-128,90502,2123
1797,32,4,104592,-2.74831,-128,541468,733
1798,32,1,476835,69.2425,-120,27792,3504
1798,32,2,194286,101.531,-120,90506,1996
1798,32,4,104983,-0.808986,-120,542058,780
1799,32,1,475772,260.144,-73,27857,3535
1799,32,2,193437,83.6456,-73,90479,2095
1799,32,4,104782,4.96984,-73,539659,881
1800,32,1,476273,159.203,-66,27904,3539
1800,32,2,193491,81.8736,-66,90752,2111
1800,32,4,104857,86.1822,-66,541272,889
1801,32,1,477159,34.5031,-13,27903,3513
1801,32,2,193441,-58.7028,-13,91367,2099
1801,32,4,104768,-52.6167,-13,543239,815
1802,32,1,475972,107.966,-37,27803,3568
1802,32,2,193333,83.2418,-37,90581,2028
1802,32,4,105009,93.0227,-37,536621,856
1803,32,1,477469,37.2679,-115,27811,3502
1803,32,2,193805,27.5546,-115,91197,2072
1803,32,4,104745,57.1856,-115,539671,872
1804,32,1,476519,149.441,-101,27953,3394
1804,32,2,193925,46.7239,-101,91807,2040
1804,32,4,105027,73.3019,-101,545105,776
1805,32,1,474862,204.599,-116,27852,3491
1805,32,2,193338,51.8948,-116,91712,2035
1805,32,4,105033,50.1915,-116,544282,875
1806,32,1,474014,-63.4802,-128,27862,3494
1806,32,2,193161,-36.3484,-128,92118,2048
1806,32,4,104797,-23.8128,-128,545536,818
1807,32,1,472518,75.8909,-102,27884,3618
1807,32,2,192790,-14.2278,-102,91694,2102
1807,32,4,105459,35.4408,-102,540992,854
1808,32,1,472840,52.7323,-89,27969,3587
1808,32,2,192053,34.6622,-89,91597,2135
1808,32,4,104875,-94.6829,-89,541703,819
1809,32,1,473262,108.081,-145,27949,3538
1809,32,2,191616,-24.6875,-145,91941,2090
1809,32,4,104525,-44.7304,-145,541823,810
1810,32,1,475234,-24.1107,-98,27940,3439
1810,32,2,191544,6.37549,-98,91960,2047
1810,32,4,104707,-68.8669,-98,544796,851
1811,32,1,475470,20.5558,-122,27816,3560
1811,32,2,192477,44.514,-122,91576,2058
1811,32,4,105475,5.94323,-122,539954,850
1812,32,1,474584,115.458,-89,27873,3487
1812,32,2,191737,99.1945,-89,91677,2115
1812,32,4,104882,44.7813,-89,545375,835
1813,32,1,473392,12.2731,-96,27998,3503
1813,32,2,191547,81.1648,-96,92170,2151
1813,32,4,104936,105.256,-96,545910,841
1814,32,1,474447,63.8815,-106,27970,3360
1814,32,2,191793,146.645,-106,91746,2002
1814,32,4,104966,76.4517,-106,544588,766
1815,32,1,474879,54.7732,-118,28086,3426
1815,32,2,191827,77.8682,-118,92476,2050
1815,32,4,104565,60.0367,-118,547384,860
1816,32,1,476381,197.437,-156,27934,3576
1816,32,2,191534,94.1315,-156,92402,2118
1816,32,4,104385,101.646,-156,544750,816
1817,32,1,475010,195.394,-178,27916,3488
1817,32,2,191617,118.247,-178,92396,2034
1817,32,4,104295,6.70087,-178,542110,844
1818,32,1,474418,136.708,-112,27890,3482
1818,32,2,191078,57.5935,-112,91856,2062
1818,32,4,103881,-17.126,-112,540394,870
1819,32,1,474131,30.4687,-78,27858,3492
1819,32,2,191087,33.1539,-78,92158,2114
1819,32,4,104313,88.1938,-78,542452,808
1820,32,1,473834,64.871,47,27957,3559
1820,32,2,190605,37.6703,47,92767,2091
1820,32,4,103908,41.7394,47,545625,819
1821,32,1,474417,77.3779,84,27866,3485
1821,32,2,191221,-21.6874,84,93150,2027
1821,32,4,104053,-14.2057,84,549638,849
1822,32,1,474485,27.3004,169,27903,3527
1822,32,2,190698,-11.9714,169,93105,2129
1822,32,4,104265,-77.2187,169,550657,875
1823,32,1,474019,-38.3196,143,27909,3508
1823,32,2,190254,48.7407,143,92851,2106
1823,32,4,104403,-6.20353,143,550275,862
1824,32,1,474710,86.4803,164,27946,3397
1824,32,2,190498,118.945,164,92396,1959
1824,32,4,104910,41.1924,164,547184,843
1825,32,1,474472,-42.4888,244,28020,3534
1825,32,2,190102,-102.884,244,92894,2124
1825,32,4,104687,-60.1218,244,548770,834
1826,32,1,473443,124.062,214,27874,3514
1826,32,2,189658,83.7393,214,92490,2052
1826,32,4,104645,143.998,214,548128,796
1827,32,1,474727,80.1169,177,27917,3583
1827,32,2,189632,-20.2424,177,92575,2093
1827,32,4,104396,10.8788,177,548211,851
1828,32,1,476907,130.578,193,27925,3454
1828,32,2,190229,55.2035,193,91875,2038
1828,32,4,104214,60.2579,193,543933,840
1829,32,1,476127,196.838,230,27744,3509
1829,32,2,189897,282.572,230,91440,1985
1829,32,4,103498,257.249,230,541012,811
1830,32,1,475249,162.539,206,27730,3626
1830,32,2,189785,12.6697,206,92322,2084
1830,32,4,103291,5.16985,206,545638,848
1831,32,1,476638,121.572,217,27819,3583
1831,32,2,189447,-2.31609,217,92787,2099
1831,32,4,102588,77.4541,217,548025,853
1832,32,1,477616,85.0822,222,27966,3529
1832,32,2,189372,15.3439,222,92748,2131
1832,32,4,102360,-60.6549,222,545912,859
1833,32,1,476838,126.441,202,27856,3628
1833,32,2,188911,150.096,202,92454,2124
1833,32,4,101267,135.701,202,545414,852
1834,32,1,475094,134.507,155,27869,3409
1834,32,2,188716,49.6189,155,91975,2065
1834,32,4,101397,17.0428,155,539893,785
1835,32,1,475176,9.91323,205,27903,3578
1835,32,2,188669,-0.122839,205,91539,2086
1835,32,4,100793,-157.281,205,539143,894
1836,32,1,475071,19.4602,186,27892,3561
1836,32,2,189081,47.6027,186,91340,2165
1836,32,4,100899,37.3164,186,539818,899
1837,32,1,474632,53.6931,161,27837,3513
1837,32,2,189239,168.004,161,91147,2115
1837,32,4,100852,163.673,161,537527,849
1838,32,1,474715,41.7427,160,27928,3561
1838,32,2,189449,96.195,160,91718,2141
1838,32,4,100768,-19.3851,160,542072,835
1839,32,1,475796,123.296,149,27969,3505
1839,32,2,189868,95.5028,149,91925,2085
1839,32,4,100408,25.2558,149,540827,889
1840,32,1,478155,46.6466,136,27938,3483
1840,32,2,190104,11.9837,136,92158,2057
1840,32,4,99908.8,38.2279,136,543456,769
1841,32,1,475971,188.144,134,27934,3458
1841,32,2,189549,171.356,134,91810,2056
1841,32,4,99811.6,142.023,134,538992,764
1842,32,1,473765,110.197,121,27843,3583
1842,32,2,189223,148.518,121,91685,2119
1842,32,4,99571.1,-48.9931,121,539291,837
1843,32,1,473370,196.016,174,27868,3495
1843,32,2,189020,146.161,174,90914,2075
1843,32,4,99444.9,208.024,174,530694,857
1844,32,1,472849,-114.227,115,27825,3565
1844,32,2,188264,27.2521,115,90783,2107
1844,32,4,98772.3,10.8552,115,527863,849
1845,32,1,472088,-13.5044,80,27852,3611
1845,32,2,188004,11.2654,80,91302,2081
1845,32,4,99083.1,-49.081,80,530604,859
1846,32,1,472586,123.92,111,27919,3509
1846,32,2,188130,123.252,111,91423,2103
1846,32,4,99087.2,84.9517,111,531991,825
1847,32,1,472360,119.458,145,27971,3510
1847,32,2,188295,51.0785,145,91731,2072
1847,32,4,99066.6,0.295512,145,534599,840
1848,32,1,473642,115.768,126,27926,3437
1848,32,2,188665,166.652,126,91592,2041
1848,32,4,99251.8,118.998,126,537774,819
1849,32,1,472125,26.1647,55,27889,3557
1849,32,2,188088,35.4793,55,91389,2087
1849,32,4,98801.6,-15.6126,55,536245,837
1850,32,1,473411,30.3039,23,27893,3512
1850,32,2,188524,-16.7706,23,91045,2118
1850,32,4,98690.3,53.4594,23,538467,910
1851,32,1,474858,194.241,69,27911,3490
1851,32,2,188727,114.134,69,90753,2036
1851,32,4,98484.7,236.59,69,535537,832
1852,32,1,475205,262.04,74,27798,3511
1852,32,2,189087,132.229,74,90906,2073
1852,32,4,98588.5,80.3541,74,538230,847
1853,32,1,477342,133.657,82,27830,3600
1853,32,2,189068,28.2927,82,90894,2064
1853,32,4,98211.4,-1.13286,82,539316,846
1854,32,1,474731,50.2109,35,27855,3523
1854,32,2,189320,72.1158,35,91547,2105
1854,32,4,98475.7,28.6242,35,541237,871
1855,32,1,472399,71.7215,24,27896,3511
1855,32,2,188825,173.498,24,91964,2015
1855,32,4,97962.1,94.608,24,541314,821
1856,32,1,473436,-6.68444,93,27915,3523
1856,32,2,188719,116.682,93,92177,2065
1856,32,4,97791.5,24.8015,93,543235,867
1857,32,1,471912,62.3933,47,27971,3368
1857,32,2,188370,72.8001,47,92401,2056
1857,32,4,97728.5,62.7091,47,544331,864
1858,32,1,472964,18.1405,69,28009,3520
1858,32,2,188161,65.4623,69,92731,2080
1858,32,4,97670.5,80.0691,69,549359,858
1859,32,1,473585,128.726,101,27873,3460
1859,32,2,188511,102.006,101,92037,1972
1859,32,4,98343.7,40.0929,101,547411,810
1860,32,1,476487,101.667,129,27959,3522
1860,32,2,188964,112.541,129,92139,2072
1860,32,4,97837.9,60.642,129,547793,904
1861,32,1,478184,-96.6107,175,27903,3574
1861,32,2,189615,-59.2043,175,92539,2074
1861,32,4,98644.2,36.9643,175,550757,812
1862,32,1,479967,-15.0534,176,27948,3431
1862,32,2,190576,83.281,176,92938,2065
1862,32,4,99139,99.4044,176,552210,829
1863,32,1,479311,128.131,156,27994,3468
1863,32,2,190463,32.0547,156,92792,2084
1863,32,4,98696.3,98.5509,156,551602,852
1864,32,1,480985,94.4539,150,28032,3438
1864,32,2,190850,99.553,150,93118,2070
1864,32,4,99089.9,134.624,150,552924,852
1865,32,1,483955,34.0825,235,28035,3327
1865,32,2,192074,30.6363,235,93203,2023
1865,32,4,99498.3,58.2989,235,553843,845
1866,32,1,482420,145.709,274,28030,3419
1866,32,2,191565,47.8318,274,93132,2013
1866,32,4,99157,71.1077,274,552896,845
1867,32,1,483957,-10.1066,233,28025,3491
1867,32,2,192478,-36.8586,233,93167,2051
1867,32,4,99936,70.5163,233,554581,825
1868,32,1,483615,155.482,228,27986,3565
1868,32,2,192784,197.134,228,92992,2145
1868,32,4,99598.6,36.4466,228,553462,807
1869,32,1,482584,146.967,134,27942,3532
1869,32,2,192795,220.589,134,93322,2126
1869,32,4,99782.5,128.201,134,556916,810
1870,32,1,481622,169.091,153,27959,3323
1870,32,2,192183,50.4547,153,92647,1977
1870,32,4,100306,-34.4197,153,551493,811
1871,32,1,481733,164.763,188,28008,3529
1871,32,2,192150,28.188,188,93288,2047
1871,32,4,100157,71.72,188,553738,815
1872,32,1,481784,130.003,169,27953,3591
1872,32,2,191979,126.101,169,91881,2103
1872,32,4,100150,115.916,169,545521,881
1873,32,1,481940,-12.434,225,27869,3608
1873,32,2,191779,55.6638,225,91491,2064
1873,32,4,100339,84.7527,225,542845,816
1874,32,1,482666,-77.786,253,27839,3590
1874,32,2,191609,-48.5638,253,91893,2100
1874,32,4,100436,-26.8462,253,546553,804
1875,32,1,483154,158.642,297,27845,3512
1875,32,2,191479,119.639,297,92087,2124
1875,32,4,100706,76.1996,297,547101,856
1876,32,1,483776,17.6506,308,27960,3511
1876,32,2,191678,88.5083,308,92136,2089
1876,32,4,101021,25.6707,308,547188,859
1877,32,1,481957,3.13053,302,27946,3484
1877,32,2,191245,137.944,302,91872,2042
1877,32,4,100957,186.558,302,548338,822
1878,32,1,482502,138.186,288,27868,3462
1878,32,2,192200,-89.3566,288,91856,2118
1878,32,4,101828,-107.004,288,548198,858
1879,32,1,481797,61.9088,290,27870,3516
1879,32,2,192427,209.201,290,91874,2086
1879,32,4,102054,132.172,290,550996,866
1880,32,1,480135,-7.66363,274,27912,3560
1880,32,2,192537,27.5657,274,91954,2112
1880,32,4,102298,-36.7654,274,548832,820
1881,32,1,480015,19.9774,215,27935,3535
1881,32,2,192004,67.0958,215,91953,2097
1881,32,4,102000,-121.167,215,547931,773
1882,32,1,481129,87.6989,215,27909,3534
1882,32,2,192141,142.096,215,91969,2094
1882,32,4,102080,128.616,215,544775,852
1883,32,1,482064,71.3626,194,27942,3465
1883,32,2,192536,98.6288,194,92412,2103
1883,32,4,102038,146.698,194,548804,779
1884,32,1,480598,94.7576,201,27875,3689
1884,32,2,191837,86.8421,201,92785,2159
1884,32,4,102536,-95.2163,201,550825,845
1885,32,1,480741,217.999,211,27893,3510
1885,32,2,192065,109.134,211,92885,2014
1885,32,4,102665,139.818,211,553077,830
1886,32,1,482498,59.1032,172,27946,3487
1886,32,2,192491,14.1381,172,93104,2111
1886,32,4,102523,-76.7417,172,553462,861
1887,32,1,482404,29.191,155,27967,3475
1887,32,2,192973,78.6574,155,93565,2077
1887,32,4,102748,54.7552,155,557247,803
1888,32,1,483542,151.012,135,27863,3456
1888,32,2,193527,36.3282,135,93885,2020
1888,32,4,103200,-138.796,135,560543,806
1889,32,1,483692,-15.5894,160,27922,3529
1889,32,2,194844,-46.054,160,93700,2073
1889,32,4,104458,-75.2349,160,562924,841
1890,32,1,484204,130.212,127,27937,3465
1890,32,2,195185,130.107,127,93925,2103
1890,32,4,104682,36.5947,127,567325,849
1891,32,1,486254,187.912,156,27920,3491
1891,32,2,195321,226.021,156,93000,2041
1891,32,4,104897,163.439,156,559624,855
1892,32,1,484691,42.1688,140,27962,3578
1892,32,2,194446,-32.3311,140,93762,2054
1892,32,4,104398,-24.4136,140,561842,828
1893,32,1,486655,279.714,209,28059,3421
1893,32,2,195323,97.4851,209,93617,2023
1893,32,4,105211,76.2491,209,560909,833
1894,32,1,488310,71.4614,192,28056,3471
1894,32,2,195449,119.591,192,93856,2003
1894,32,4,105298,47.9699,192,562368,829
1895,32,1,489628,95.617,188,28034,3398
1895,32,2,195529,93.6759,188,93440,2038
1895,32,4,105370,-18.6253,188,559232,864
1896,32,1,490477,213.442,124,28066,3416
1896,32,2,195757,146.057,124,93826,2014
1896,32,4,105247,40.4129,124,562778,800
1897,32,1,492186,64.2916,172,27996,3408
1897,32,2,196336,-26.9537,172,93610,2008
1897,32,4,105633,72.1006,172,561310,766
1898,32,1,494208,27.8872,158,28010,3442
1898,32,2,197106,173.49,158,93522,2024
1898,32,4,105731,318.388,158,560110,840
1899,32,1,496634,77.3171,118,28032,3486
1899,32,2,197030,110.315,118,93342,2094
1899,32,4,106051,21.9051,118,559348,800
1900,32,1,497886,27.3937,113,27951,3479
1900,32,2,197715,49.0058,113,93235,2059
1900,32,4,105978,-7.68287,113,557979,825
1901,32,1,498946,85.2521,169,27935,3636
1901,32,2,198138,-26.1557,169,93291,2122
1901,32,4,106272,17.1556,169,557727,840
1902,32,1,498747,-14.5042,142,28032,3389
1902,32,2,198196,149.778,142,93336,1993
1902,32,4,106642,73.7951,142,558328,863
1903,32,1,498892,99.8624,216,28094,3580
1903,32,2,197269,-9.09138,216,93724,2124
1903,32,4,105831,-0.352741,216,557730,838
1904,32,1,498094,-21.1587,325,27841,3491
1904,32,2,197348,77.1366,325,93397,2031
1904,32,4,105869,60.2937,325,559333,803
1905,32,1,497478,167.353,271,27881,3590
1905,32,2,197017,54.3451,271,93179,2086
1905,32,4,106063,60.9963,271,557281,834
1906,32,1,497403,87.3048,298,27930,3471
1906,32,2,197415,-17.2193,298,93068,2041
1906,32,4,106260,-86.2978,298,555916,827
1907,32,1,497865,184.463,386,28022,3452
1907,32,2,197444,226.45,386,93576,2042
1907,32,4,105792,32.6635,386,556934,840
1908,32,1,499243,69.1444,369,27919,3513
1908,32,2,198260,100.874,369,93081,2059
1908,32,4,105810,140.859,369,551937,849
1909,32,1,499319,76.9337,347,27961,3326
1909,32,2,198749,-14.6363,347,93607,2000
1909,32,4,106582,24.0268,347,557705,776
1910,32,1,498227,146.029,305,27975,3492
1910,32,2,198776,301.442,305,93575,2066
1910,32,4,106317,141.016,305,559367,814
1911,32,1,498933,-10.9573,354,27980,3421
1911,32,2,198698,66.3449,354,93920,2003
1911,32,4,106639,45.6646,354,559772,751
1912,32,1,502886,-113.493,344,28038,3432
1912,32,2,199980,5.40859,344,93328,2042
1912,32,4,106760,-8.48756,344,556344,822
1913,32,1,505445,138.298,327,28079,3537
1913,32,2,200446,111.741,327,93707,2093
1913,32,4,106740,61.773,327,557437,785
1914,32,1,504249,-64.8321,374,28010,3509
1914,32,2,199753,10.6904,374,93664,2079
1914,32,4,106111,12.9421,374,559172,859
1915,32,1,505708,86.4883,424,28024,3486
1915,32,2,200110,9.35556,424,94158,2102
1915,32,4,106089,72.467,424,560724,792
1916,32,1,505553,-57.8413,379,28041,3391
1916,32,2,200971,59.558,379,93741,2033
1916,32,4,106640,61.584,379,559005,855
1917,32,1,507518,51.7109,397,28053,3480
1917,32,2,201144,-20.5957,397,93511,2026
1917,32,4,107094,121.934,397,556183,806
1918,32,1,508217,61.8185,440,28068,3525
1918,32,2,200582,51.1684,440,93456,2079
1918,32,4,106285,26.8014,440,558130,861
1919,32,1,509473,215.791,479,27993,3459
1919,32,2,201511,189.435,479,93707,2023
1919,32,4,106806,101.419,479,561355,897
1920,32,1,509720,58.8065,452,27878,3607
1920,32,2,201626,56.541,452,94490,2099
1920,32,4,107248,29.7867,452,565262,867
1921,32,1,510333,19.1686,495,27897,3557
1921,32,2,202197,87.4017,495,93849,2051
1921,32,4,107682,101.248,495,563879,817
1922,32,1,511463,73.9312,479,28017,3462
1922,32,2,202214,24.1587,479,93843,2030
1922,32,4,107729,115.025,479,564725,862
1923,32,1,512769,26.3837,494,28002,3569
1923,32,2,202636,37.6235,494,94732,2125
1923,32,4,108169,9.79255,494,571930,881
1924,32,1,513547,199.555,404,27922,3420
1924,32,2,203033,132.211,404,94374,2004
1924,32,4,108139,136.854,404,570124,790
1925,32,1,514265,189.162,466,27940,3574
1925,32,2,203073,95.0329,466,94290,2066
1925,32,4,108231,98.0853,466,568726,822
1926,32,1,516870,74.7183,411,28001,3433
1926,32,2,203512,-26.6525,411,94553,2031
1926,32,4,108570,-53.6376,411,571691,761
1927,32,1,519315,151.106,488,27942,3495
1927,32,2,204405,-23.5977,488,94250,2119
1927,32,4,108839,83.1351,488,569354,857
1928,32,1,520012,-21.0903,520,27926,3478
1928,32,2,203832,15.5431,520,94102,2040
1928,32,4,108441,-49.5418,520,568546,850
1929,32,1,519714,100.056,546,27836,3542
1929,32,2,204154,21.6953,546,94352,2048
1929,32,4,109159,2.74133,546,570476,778
1930,32,1,520926,11.6233,578,27920,3558
1930,32,2,204518,100.116,578,94996,2096
1930,32,4,108738,88.4918,578,572970,886
1931,32,1,524437,88.5795,580,27988,3344
1931,32,2,205176,9.66072,580,94556,1994
1931,32,4,108480,108.837,580,569142,796
1932,32,1,521710,36.4994,579,28037,3469
1932,32,2,204991,122.531,579,94679,2069
1932,32,4,109253,164.679,579,566269,855
1933,32,1,521760,52.0869,508,28094,3537
1933,32,2,204464,-63.1535,508,94508,2141
1933,32,4,108630,56.9061,508,567882,861
1934,32,1,520591,-25.7546,478,28138,3400
1934,32,2,204634,15.2392,478,94014,2056
1934,32,4,108771,-5.95892,478,564328,816
1935,32,1,520793,136.236,435,28013,3419
1935,32,2,204557,62.6168,435,93915,2087
1935,32,4,108565,88.6692,435,563495,851
1936,32,1,520468,6.70197,461,27925,3454
1936,32,2,204795,38.9811,461,94485,1962
1936,32,4,108739,70.2193,461,566801,822
1937,32,1,523610,93.5278,507,27953,3498
1937,32,2,205532,66.4492,507,94759,2108
1937,32,4,108478,-20.7401,507,570469,840
1938,32,1,523738,169.469,472,27954,3563
1938,32,2,205576,115.276,472,94418,2081
1938,32,4,108925,167.833,472,568046,807
1939,32,1,526827,135.562,410,28000,3486
1939,32,2,206886,40.4923,410,94106,2072
1939,32,4,108658,18.999,410,568244,850
1940,32,1,527110,-11.2745,422,28050,3490
1940,32,2,207398,103.337,422,94024,2034
1940,32,4,108898,110.054,422,567706,824
1941,32,1,527035,252.485,455,27903,3577
1941,32,2,207207,106.444,455,94039,2077
1941,32,4,108378,138.212,455,567037,829
1942,32,1,525808,117.316,465,27925,3604
1942,32,2,207267,128.978,465,94063,2092
1942,32,4,108244,61.7357,465,568655,844
1943,32,1,526497,50.4935,444,27962,3637
1943,32,2,206689,99.6265,444,92930,2167
1943,32,4,108347,6.62404,444,567316,875
1944,32,1,523540,97.987,404,27890,3572
1944,32,2,206444,-2.89152,404,93206,2094
1944,32,4,107897,39.3804,404,566978,840
1945,32,1,521542,60.2737,416,27840,3454
1945,32,2,207014,-6.80104,416,93264,2036
1945,32,4,108970,11.8218,416,568880,794
1946,32,1,518769,123.344,398,27864,3584
1946,32,2,206594,194.237,398,93562,2080
1946,32,4,109124,194.913,398,568478,828
1947,32,1,519945,-14.5455,389,28037,3567
1947,32,2,206763,33.9027,389,94081,2113
1947,32,4,108587,-44.2356,389,573043,789
1948,32,1,520974,-10.6046,400,28132,3411
1948,32,2,207505,112.55,400,94734,2073
1948,32,4,108552,53.308,400,572366,801
1949,32,1,522833,74.4884,363,28085,3419
1949,32,2,207618,83.8,363,93869,2037
1949,32,4,107579,37.3857,363,564377,879
1950,32,1,525398,191.588,344,27990,3415
1950,32,2,208659,63.4095,344,93962,1997
1950,32,4,108177,-8.40656,344,565642,779
1951,32,1,527574,223.875,294,27886,3568
1951,32,2,208810,188.583,294,93670,2112
1951,32,4,107743,98.9052,294,564024,852
1952,32,1,526321,126.15,284,27934,3530
1952,32,2,208559,104.497,284,93728,2036
1952,32,4,107503,31.1091,284,565862,842
1953,32,1,526139,-35.4804,309,27821,3665
1953,32,2,208078,6.82641,309,93587,2135
1953,32,4,107802,-27.4317,309,566071,849
1954,32,1,528440,221.953,271,27871,3482
1954,32,2,208396,73.2637,271,93775,2078
1954,32,4,108011,33.7652,271,567329,836
1955,32,1,531242,72.4054,234,27906,3575
1955,32,2,209043,56.9863,234,93506,2151
1955,32,4,108145,111.648,234,566022,851
1956,32,1,532439,186.343,260,27986,3428
1956,32,2,209837,63.0647,260,92986,2038
1956,32,4,108063,-36.9849,260,562328,798
1957,32,1,532981,196.373,295,28143,3483
1957,32,2,209869,86.7598,295,93095,2093
1957,32,4,107416,116.776,295,562247,851
1958,32,1,533177,-20.4104,284,28088,3513
1958,32,2,210249,52.0495,284,93008,2049
1958,32,4,107281,48.7632,284,560826,863
1959,32,1,531299,158.009,276,28040,3492
1959,32,2,209924,17.0245,276,93026,2042
1959,32,4,107030,49.1681,276,558572,798
1960,32,1,532823,72.5302,246,28060,3520
1960,32,2,210104,111.429,246,93272,2040
1960,32,4,106826,202.847,246,559020,840
1961,32,1,534089,112.405,339,28035,3445
1961,32,2,210364,188.908,339,93579,1977
1961,32,4,106594,162.965,339,561895,745
1962,32,1,535107,79.9242,267,27953,3548
1962,32,2,210185,84.1296,267,94029,2080
1962,32,4,106339,186.129,267,564673,846
1963,32,1,537647,-27.2305,187,27995,3364
1963,32,2,210913,50.414,187,93683,2038
1963,32,4,106681,97.2254,187,560889,792
1964,32,1,538729,120.615,183,27989,3578
1964,32,2,211169,56.5684,183,93643,2136
1964,32,4,106365,69.6378,183,562303,824
1965,32,1,537200,66.4367,158,27874,3695
1965,32,2,210694,90.7878,158,93010,2129
1965,32,4,106045,45.9961,158,556084,803
1966,32,1,535763,-101.31,186,27816,3432
1966,32,2,210475,-193.152,186,92910,2042
1966,32,4,106348,-40.1803,186,551432,862
1967,32,1,536237,120.881,165,27923,3609
1967,32,2,210311,107.127,165,92821,2157
1967,32,4,106553,-21.3036,165,554181,895
1968,32,1,537365,47.2086,119,27945,3560
1968,32,2,210431,16.7224,119,93445,2098
1968,32,4,106379,4.543,119,555459,886
1969,32,1,535984,-18.1919,124,27944,3511
1969,32,2,210130,63.3224,124,93126,2063
1969,32,4,106823,49.5154,124,551612,803
1970,32,1,535527,162.997,90,27868,3488
1970,32,2,209949,108.189,90,93432,2002
1970,32,4,106589,-4.71802,90,554516,822
1971,32,1,539592,34.128,84,28014,3508
1971,32,2,210391,184.919,84,93596,2108
1971,32,4,106418,134.449,84,557542,826
1972,32,1,538034,0.420864,51,28099,3423
1972,32,2,209150,96.771,51,94273,1983
1972,32,4,106092,27.8562,51,559503,827
1973,32,1,539015,-48.5096,44,28120,3451
1973,32,2,209136,59.8775,44,93496,2069
1973,32,4,105668,65.3385,44,556680,833
1974,32,1,538206,-7.52563,62,27892,3498
1974,32,2,209615,13.6417,62,92370,2030
1974,32,4,105704,-37.4338,62,549988,868
1975,32,1,539443,117.352,95,27919,3539
1975,32,2,209745,-21.3027,95,92563,2101
1975,32,4,105776,72.2637,95,551561,901
1976,32,1,538704,204.999,49,27857,3524
1976,32,2,209715,157.041,49,93183,2086
1976,32,4,106000,199.143,49,554459,836
1977,32,1,539886,82.8884,29,27919,3462
1977,32,2,209576,120.203,29,92903,2068
1977,32,4,105603,32.4902,29,551069,766
1978,32,1,539257,110.521,23,27883,3576
1978,32,2,209801,83.8641,23,92975,2078
1978,32,4,105416,0.618658,23,548727,818
1979,32,1,535114,70.3582,-11,27809,3540
1979,32,2,209119,12.8711,-11,92033,2108
1979,32,4,105464,-37.7002,-11,540359,816
1980,32,1,531501,20.6811,-28,27804,3597
1980,32,2,208591,9.05926,-28,91914,2127
1980,32,4,105429,-76.3189,-28,541338,845
1981,32,1,531578,23.7914,-45,27945,3569
1981,32,2,208488,126.787,-45,91697,2143
1981,32,4,106175,168.663,-45,543273,867
1982,32,1,531681,159.281,-44,27954,3577
1982,32,2,207914,59.4433,-44,91576,2157
1982,32,4,106172,73.7801,-44,547784,909
1983,32,1,530715,36.9517,-2,27916,3528
1983,32,2,207760,21.6466,-2,91756,2064
1983,32,4,106356,-55.4821,-2,549796,824
1984,32,1,529620,15.9512,-74,27876,3508
1984,32,2,207464,-33.4855,-74,91778,2068
1984,32,4,106599,70.0623,-74,551254,906
1985,32,1,531388,119.737,-31,27965,3477
1985,32,2,207768,87.599,-31,91439,2091
1985,32,4,105943,138.724,-31,551513,865
1986,32,1,534974,174.545,-69,27999,3498
1986,32,2,207839,12.4535,-69,91505,2084
1986,32,4,105387,73.6187,-69,553119,856
1987,32,1,528750,104.931,-156,27936,3575
1987,32,2,206692,155.648,-156,91358,2139
1987,32,4,104552,173.776,-156,552400,839
1988,32,1,528392,68.8864,-89,28009,3443
1988,32,2,206786,-0.0446993,-89,91731,2109
1988,32,4,105252,6.27435,-89,555803,833
1989,32,1,528827,-20.4542,-83,27933,3544
1989,32,2,205710,86.2823,-83,91773,2086
1989,32,4,104974,9.19992,-83,555219,866
1990,32,1,525089,182.161,-20,27908,3599
1990,32,2,205907,127.413,-20,92272,2163
1990,32,4,105294,16.3572,-20,555500,857
1991,32,1,524307,89.5539,1,27793,3647
1991,32,2,205716,97.0542,1,92585,2121
1991,32,4,105263,-8.56671,1,556633,835
1992,32,1,525576,269.642,46,27896,3485
1992,32,2,206850,254.268,46,92740,2057
1992,32,4,105489,166.183,46,555812,827
1993,32,1,525740,-32.7112,25,27887,3547
1993,32,2,207077,43.7526,25,92857,2099
1993,32,4,105567,-22.496,25,556449,863
1994,32,1,523885,129.386,25,27877,3498
1994,32,2,207326,-8.27032,25,92307,2078
1994,32,4,105992,12.9774,25,550981,856
1995,32,1,524774,103.679,-22,27838,3599
1995,32,2,207560,36.3081,-22,93034,2131
1995,32,4,105834,11.9158,-22,556686,831
1996,32,1,523155,35.5019,-23,27971,3477
1996,32,2,207018,77.0201,-23,92647,2091
1996,32,4,105520,150.48,-23,555825,799
1997,32,1,520312,-12.5813,-74,27930,3517
1997,32,2,206128,-21.4714,-74,92310,2109
1997,32,4,105901,53.2551,-74,550798,831
1998,32,1,522655,-53.1974,-79,27853,3473
1998,32,2,206350,8.03802,-79,92751,2083
