tick,L,b,e_flux,v_coupling,total_q,total_sq,reaction_l1
1393,32,2,195783,-68.6684,-213,93223,2065
1393,32,4,106771,-68.4721,-213,550031,845
1394,32,1,495980,31.3173,-162,27982,3577
1394,32,2,196249,-2.02416,-162,92892,2051
1394,32,4,106583,6.26634,-162,548418,885
1395,32,1,496485,197.039,-177,27905,3539
1395,32,2,196798,106.185,-177,92927,2039
1395,32,4,106687,140.626,-177,547783,857
1396,32,1,499426,130.424,-174,28004,3457
1396,32,2,197200,54.3204,-174,92954,2113
1396,32,4,106659,44.8374,-174,546066,839
1397,32,1,498863,114.437,-169,27909,3405
1397,32,2,196745,192.928,-169,92943,2001
1397,32,4,106145,118.832,-169,547849,789
1398,32,1,498687,62.9505,-96,27942,3427
1398,32,2,196070,146.005,-96,92976,2023
1398,32,4,105667,13.6297,-96,545598,841
1399,32,1,496362,9.82081,-161,27945,3555
1399,32,2,195778,18.7174,-161,92427,2141
1399,32,4,105317,88.3877,-161,541981,843
1400,32,1,494250,159.604,-170,27882,3487
1400,32,2,195794,124.887,-170,92882,2115
1400,32,4,105271,101.713,-170,546800,815
1401,32,1,492345,186.869,-166,27842,3534
1401,32,2,194842,200.021,-166,93170,2076
1401,32,4,105005,142.188,-166,548766,828
1402,32,1,491158,91.005,-87,27875,3553
1402,32,2,195080,44.9429,-87,93285,2105
1402,32,4,105118,28.9445,-87,545211,861
1403,32,1,489340,105.499,-72,27798,3629
1403,32,2,194578,28.6704,-72,92472,2157
1403,32,4,105055,-7.77349,-72,540584,865
1404,32,1,490337,184.838,-13,27951,3527
1404,32,2,194722,-10.1198,-13,92743,2143
1404,32,4,105285,178.064,-13,543393,815
1405,32,1,491121,136.818,-36,27904,3529
1405,32,2,194489,190.791,-36,92554,2037
1405,32,4,105762,214.538,-36,541348,783
1406,32,1,490779,232.389,-45,27895,3509
1406,32,2,194284,47.7132,-45,92129,2121
1406,32,4,105413,-104.874,-45,537185,843
1407,32,1,490618,111.07,-10,27880,3449
1407,32,2,194578,125.743,-10,92058,2065
1407,32,4,105645,125.93,-10,536976,789
1408,32,1,490560,186.475,-80,27952,3458
1408,32,2,194893,120.225,-80,92076,2032
1408,32,4,105606,27.0035,-80,534160,874
1409,32,1,486146,182.574,-45,27855,3519
1409,32,2,194462,92.2174,-45,92033,2065
1409,32,4,105764,70.969,-45,533839,801
1410,32,1,487179,262.439,-83,27909,3512
1410,32,2,194271,200.482,-83,91819,2042
1410,32,4,105100,111.539,-83,533971,820
1411,32,1,483573,79.1724,-40,27844,3491
1411,32,2,193804,39.4339,-40,91328,2105
1411,32,4,105074,-35.0959,-40,532544,837
1412,32,1,484867,-28.2706,-22,27814,3504
1412,32,2,194095,46.9954,-22,91880,2048
1412,32,4,104993,15.6068,-22,537806,798
1413,32,1,485345,-7.89443,3,27829,3467
1413,32,2,194485,142.675,3,91847,2085
1413,32,4,105413,27.9993,3,538575,813
1414,32,1,485983,85.166,9,27751,3602
1414,32,2,194807,51.6532,9,91331,2078
1414,32,4,105445,-5.76111,9,538379,824
1415,32,1,487799,47.5927,22,27874,3479
1415,32,2,195265,26.5458,22,91418,2049
1415,32,4,105540,-22.5961,22,540134,823
1416,32,1,485953,103.172,117,27873,3639
1416,32,2,194293,-67.6525,117,91249,2095
1416,32,4,105167,-136.562,117,540667,869
1417,32,1,486218,72.1161,80,27750,3507
1417,32,2,194505,77.5946,80,91844,2063
1417,32,4,105644,119.596,80,546636,823
1418,32,1,484454,-23.9743,144,27718,3568
1418,32,2,193936,-18.3637,144,92426,2088
1418,32,4,105361,185.015,144,550742,826
1419,32,1,484947,-30.1223,172,27860,3550
1419,32,2,193702,66.6928,172,92758,2142
1419,32,4,104813,38.8126,172,554378,922
1420,32,1,484922,222.115,164,27954,3508
1420,32,2,193043,-29.6783,164,92908,2052
1420,32,4,104933,80.0549,164,554680,810
1421,32,1,485877,-4.44711,188,28016,3476
1421,32,2,193562,-69.7665,188,93510,2050
1421,32,4,104742,-76.0239,188,557998,828
1422,32,1,486996,24.8738,211,27997,3415
1422,32,2,194483,-12.0664,211,93287,2019
1422,32,4,105305,0.532238,211,559577,813
1423,32,1,487173,52.2902,112,27910,3467
1423,32,2,194649,-41.812,112,92592,2043
1423,32,4,105551,109.251,112,554244,863
1424,32,1,486290,93.9717,31,27887,3507
1424,32,2,194261,3.63751,31,92115,2053
1424,32,4,105455,-110.319,31,552577,801
1425,32,1,488221,185.472,27,28049,3390
1425,32,2,194526,100.862,27,92401,2018
1425,32,4,105448,112.981,27,551467,852
1426,32,1,484607,-6.34732,61,27913,3536
1426,32,2,193630,-11.8343,61,91531,2078
1426,32,4,105044,63.1024,61,545281,814
1427,32,1,481198,56.5244,-26,28032,3493
1427,32,2,192347,-32.3076,-26,92020,2091
1427,32,4,103906,68.6742,-26,548678,827
1428,32,1,480986,129.228,-85,27849,3511
1428,32,2,192069,168.472,-85,91953,2071
1428,32,4,103912,50.3071,-85,546109,839
1429,32,1,482154,57.2265,-154,27792,3623
1429,32,2,192290,27.6157,-154,92752,2091
1429,32,4,103847,65.0601,-154,548638,837
1430,32,1,480641,-42.0541,-215,27753,3541
1430,32,2,192030,66.6144,-215,92425,2067
1430,32,4,103898,67.6257,-215,551729,867
1431,32,1,480319,64.7944,-138,27824,3567
1431,32,2,192071,64.1945,-138,92328,2111
1431,32,4,103752,145.441,-138,549746,793
1432,32,1,478514,111.27,-155,27969,3483
1432,32,2,191151,196.545,-155,92825,2083
1432,32,4,103788,193.771,-155,552989,835
1433,32,1,480349,48.0911,-169,27907,3586
1433,32,2,191575,88.1163,-169,92627,2140
1433,32,4,104072,-59.1076,-169,551545,808
1434,32,1,479830,73.6791,-200,27806,3503
1434,32,2,191541,25.6507,-200,92122,2051
1434,32,4,104290,-0.707299,-200,547484,819
1435,32,1,480729,179.904,-207,27817,3531
1435,32,2,191364,169.782,-207,92403,2081
1435,32,4,104038,12.4109,-207,549633,809
1436,32,1,481915,115.098,-229,27861,3570
1436,32,2,191338,91.9805,-229,92843,2106
1436,32,4,103983,173.793,-229,550725,864
1437,32,1,481749,106.582,-217,27965,3468
1437,32,2,190623,-39.3163,-217,93241,2050
1437,32,4,103849,-3.44078,-217,551541,862
1438,32,1,481341,141.138,-212,27870,3487
1438,32,2,190022,150.86,-212,92988,2093
1438,32,4,103748,46.2341,-212,548460,851
1439,32,1,483626,19.6745,-258,27888,3488
1439,32,2,190195,-13.7616,-258,92726,2040
1439,32,4,103721,133.698,-258,547244,808
1440,32,1,479347,-141.755,-314,27792,3554
1440,32,2,189998,31.8357,-314,92112,2150
1440,32,4,103761,-28.6563,-314,544724,814
1441,32,1,480412,-20.6395,-361,27799,3615
1441,32,2,189726,13.5553,-361,92173,2123
1441,32,4,103198,-101.194,-361,546281,853
1442,32,1,482380,78.4837,-404,27872,3519
1442,32,2,190254,96.9522,-404,92356,2035
1442,32,4,102969,-26.3279,-404,547868,829
1443,32,1,481604,68.2489,-352,27882,3480
1443,32,2,190557,36.7322,-352,93212,2014
1443,32,4,102748,17.4116,-352,552044,850
1444,32,1,480345,213.222,-358,27908,3468
1444,32,2,190213,16.5423,-358,92318,2040
1444,32,4,102732,44.6335,-358,549726,866
1445,32,1,478874,51.3461,-335,27839,3487
1445,32,2,190262,86.0341,-335,92727,2103
1445,32,4,102932,100.234,-335,554585,871
1446,32,1,479230,-56.4725,-345,27841,3448
1446,32,2,190277,-129.614,-345,92147,2000
1446,32,4,103068,-28.0641,-345,550179,834
1447,32,1,482222,138.994,-373,27933,3470
1447,32,2,190477,112.3,-373,93121,2040
1447,32,4,102763,115.718,-373,554065,798
1448,32,1,483807,115.871,-325,27899,3570
1448,32,2,190609,151.213,-325,92897,2122
1448,32,4,102405,148.573,-325,550959,848
1449,32,1,483379,10.4978,-265,27963,3472
1449,32,2,191162,-9.71072,-265,93329,2034
1449,32,4,103285,62.4219,-265,552705,842
1450,32,1,483479,96.4928,-271,28035,3466
1450,32,2,191393,-48.8865,-271,92977,2004
1450,32,4,103033,35.4269,-271,550355,776
1451,32,1,483055,62.1444,-306,27918,3453
1451,32,2,191420,162.962,-306,93412,2051
1451,32,4,103549,100.463,-306,556320,809
1452,32,1,481797,45.2928,-339,27867,3551
1452,32,2,191944,81.748,-339,93063,2063
1452,32,4,103235,99.8521,-339,552357,819
1453,32,1,481486,54.0302,-462,27936,3501
1453,32,2,192347,23.9154,-462,93514,2107
1453,32,4,103242,38.8388,-462,556082,839
1454,32,1,482260,-1.64171,-501,27969,3515
1454,32,2,192808,-40.7317,-501,93617,2043
1454,32,4,103557,11.7604,-501,557467,873
1455,32,1,485071,54.0284,-426,27918,3567
1455,32,2,193858,-33.2412,-426,93332,2109
1455,32,4,103672,-71.6662,-426,556706,849
1456,32,1,487601,26.6129,-445,27949,3463
1456,32,2,194455,118.15,-445,93669,2049
1456,32,4,104596,9.87582,-445,556513,815
1457,32,1,488949,123.295,-510,27932,3425
1457,32,2,195077,199.595,-510,92780,2065
1457,32,4,104663,122.86,-510,550922,817
1458,32,1,487552,28.0705,-543,27779,3503
1458,32,2,194808,109.777,-543,92697,2035
1458,32,4,104288,134.142,-543,548629,843
1459,32,1,488048,74.8915,-515,27879,3554
1459,32,2,194632,76.9364,-515,93037,2110
1459,32,4,104488,101.189,-515,549183,810
1460,32,1,489300,56.0238,-494,27928,3509
1460,32,2,194750,123.473,-494,93006,2043
1460,32,4,104449,105.572,-494,546558,853
1461,32,1,486097,94.3186,-427,27973,3415
1461,32,2,193939,-18.9164,-427,92343,2089
1461,32,4,104016,-8.33027,-427,542553,809
1462,32,1,483947,271.173,-456,27896,3491
1462,32,2,193142,247.436,-456,92294,2129
1462,32,4,104116,173.817,-456,544782,839
1463,32,1,483700,17.77,-538,27900,3586
1463,32,2,193090,51.0722,-538,93216,2082
1463,32,4,103218,32.1648,-538,552286,860
1464,32,1,482231,173.603,-487,27935,3407
1464,32,2,192783,13.5932,-487,93827,2049
1464,32,4,103590,104.337,-487,556115,853
1465,32,1,483024,116.895,-450,28020,3473
1465,32,2,192716,49.0738,-450,93488,2087
1465,32,4,103512,115.044,-450,552512,863
1466,32,1,482190,85.3451,-403,27901,3555
1466,32,2,192968,-19.41,-403,93519,2091
1466,32,4,103129,-38.6363,-403,551673,805
1467,32,1,484181,-4.32112,-394,27896,3495
1467,32,2,192574,126.25,-394,93644,2081
1467,32,4,103888,-30.4464,-394,552456,863
1468,32,1,487310,88.4931,-385,27855,3501
1468,32,2,193827,-68.2003,-385,94099,2117
1468,32,4,104900,-35.2105,-385,556081,909
1469,32,1,487086,11.2359,-400,27792,3569
1469,32,2,193302,195.769,-400,94406,2083
1469,32,4,105499,41.7394,-400,557270,837
1470,32,1,486689,-6.27858,-397,27953,3485
1470,32,2,193138,-82.635,-397,94203,2047
1470,32,4,105136,23.9317,-397,558817,821
1471,32,1,489219,136.942,-366,28064,3409
1471,32,2,193555,28.3268,-366,94200,2029
1471,32,4,105203,99.4628,-366,558260,829
1472,32,1,488808,129.857,-495,28039,3393
1472,32,2,193134,93.1473,-495,94531,2015
1472,32,4,105600,69.0101,-495,560389,871
1473,32,1,489167,21.1823,-384,27936,3419
1473,32,2,193249,-2.66864,-384,94196,2027
1473,32,4,105260,44.628,-384,561474,817
1474,32,1,490800,71.7898,-311,27967,3409
1474,32,2,193914,-44.0479,-311,93921,2141
1474,32,4,106038,50.2467,-311,561453,815
1475,32,1,491818,81.7053,-360,27950,3453
1475,32,2,194243,22.6186,-360,93326,2029
1475,32,4,105917,31.1505,-360,554454,799
1476,32,1,494455,120.139,-382,27940,3502
1476,32,2,195430,35.6645,-382,93556,2056
1476,32,4,106186,-4.96562,-382,559654,822
1477,32,1,495831,52.4945,-410,28028,3424
1477,32,2,196472,-14.6929,-410,93770,2028
1477,32,4,106341,-92.9455,-410,561380,820
1478,32,1,495951,84.4687,-417,28095,3509
1478,32,2,196064,128.074,-417,94099,2083
1478,32,4,106287,150.671,-417,561725,815
1479,32,1,497870,143.778,-429,28063,3460
1479,32,2,196684,112.094,-429,94307,2100
1479,32,4,106617,115.774,-429,562229,844
1480,32,1,499682,74.3696,-442,27984,3531
1480,32,2,197074,89.3273,-442,94386,2109
1480,32,4,105695,27.3672,-442,563634,851
1481,32,1,500376,130.392,-418,27932,3460
1481,32,2,197097,197.381,-418,94120,2020
1481,32,4,106220,93.6216,-418,560644,832
1482,32,1,500794,166.323,-454,27956,3520
1482,32,2,197464,16.7735,-454,94296,2032
1482,32,4,105977,-34.2306,-454,563216,796
1483,32,1,500596,81.6978,-395,27997,3477
1483,32,2,197034,142.428,-395,94435,2081
1483,32,4,105656,184.897,-395,565069,803
1484,32,1,500717,179.491,-399,28011,3534
1484,32,2,196247,15.3231,-399,94695,2082
1484,32,4,104675,24.0548,-399,565079,834
1485,32,1,501949,167.663,-432,28022,3411
1485,32,2,196207,254.496,-432,94708,1983
1485,32,4,104760,155.138,-432,562530,835
1486,32,1,502367,171.735,-376,27954,3528
1486,32,2,196111,110.017,-376,94790,2094
1486,32,4,105100,202.695,-376,561780,832
1487,32,1,502844,114.338,-444,27916,3420
1487,32,2,196267,4.99704,-444,94792,1982
1487,32,4,105015,28.7611,-444,563142,766
1488,32,1,502857,118.692,-470,28002,3516
1488,32,2,197319,29.0925,-470,95446,2092
1488,32,4,105606,53.8088,-470,569206,866
1489,32,1,504958,196.494,-498,28058,3460
1489,32,2,198587,243.632,-498,95790,2084
1489,32,4,105254,284.065,-498,571198,830
1490,32,1,506560,24.2215,-516,28044,3450
1490,32,2,198545,57.5703,-516,95794,2010
1490,32,4,105304,132.982,-516,571088,796
1491,32,1,505646,24.0242,-509,28091,3391
1491,32,2,198880,-44.9518,-509,95599,2055
1491,32,4,105502,-0.779759,-509,571313,799
1492,32,1,507669,81.0506,-500,27944,3599
1492,32,2,199061,2.41891,-500,95548,2095
1492,32,4,105129,78.7824,-500,572704,839
1493,32,1,505013,149.594,-518,27890,3502
1493,32,2,198850,189.475,-518,95820,2094
1493,32,4,105899,11.7811,-518,574720,818
1494,32,1,505186,67.1418,-535,27921,3497
1494,32,2,198600,-2.06196,-535,95641,2051
1494,32,4,105276,-24.5062,-535,574401,841
1495,32,1,507700,115.477,-555,28083,3412
1495,32,2,199036,23.8356,-555,96107,2112
1495,32,4,105262,-76.8708,-555,575017,820
1496,32,1,512197,-29.7082,-540,28196,3475
1496,32,2,199793,54.4486,-540,95828,2041
1496,32,4,105427,117.727,-540,571588,839
1497,32,1,509996,41.4781,-518,28080,3484
1497,32,2,199489,28.4506,-518,95828,2066
1497,32,4,104615,-24.5107,-518,572728,830
1498,32,1,510513,-6.96297,-529,27943,3559
1498,32,2,199458,51.8895,-529,95537,2085
1498,32,4,104894,80.3398,-529,571847,859
1499,32,1,513388,118.795,-521,28005,3504
1499,32,2,200430,-19.0096,-521,95351,2102
1499,32,4,104630,-1.82416,-521,569295,874
1500,32,1,512191,2.29221,-427,27979,3492
1500,32,2,200741,244.672,-427,94795,2084
1500,32,4,105016,148.263,-427,567013,850
1501,32,1,512963,111.809,-426,28036,3463
1501,32,2,200429,-49.968,-426,95028,2041
1501,32,4,105052,-83.922,-426,568656,919
1502,32,1,513611,66.9826,-458,27988,3540
1502,32,2,200491,78.0845,-458,95378,2136
1502,32,4,105284,-19.4217,-458,574646,838
1503,32,1,514909,-37.7031,-399,28079,3231
1503,32,2,201384,-22.8018,-399,95811,1961
1503,32,4,105626,-181.473,-399,578543,823
1504,32,1,518236,103.488,-428,28164,3389
1504,32,2,201792,29.1151,-428,95754,1991
1504,32,4,105903,64.3492,-428,575948,763
1505,32,1,517611,147.069,-467,28069,3571
1505,32,2,200538,61.5362,-467,95409,2051
1505,32,4,105606,67.5126,-467,574159,819
1506,32,1,517895,57.1445,-490,28030,3529
1506,32,2,200643,41.9156,-490,95200,2009
1506,32,4,105854,21.9498,-490,574624,821
1507,32,1,519824,57.9602,-433,28037,3429
1507,32,2,200925,126.404,-433,94821,2001
1507,32,4,105989,72.8103,-433,573981,791
1508,32,1,520631,286.715,-480,28108,3385
1508,32,2,201321,106.327,-480,95344,2009
1508,32,4,106138,9.78117,-480,578518,805
1509,32,1,521129,1.95543,-459,28099,3393
1509,32,2,201362,102.309,-459,95139,2019
1509,32,4,105743,173.427,-459,576771,763
1510,32,1,519484,29.7651,-415,27955,3452
1510,32,2,201674,-34.5824,-415,95259,2026
1510,32,4,106333,62.501,-415,578193,818
1511,32,1,519799,75.6381,-459,27979,3530
1511,32,2,201784,103.267,-459,94719,2104
1511,32,4,105560,87.2237,-459,572315,886
1512,32,1,519891,132.145,-487,28067,3444
1512,32,2,201711,168.784,-487,94735,2028
1512,32,4,105505,117.015,-487,572955,818
1513,32,1,518634,79.515,-480,28068,3459
1513,32,2,201416,90.6306,-480,94866,2051
1513,32,4,105715,87.6935,-480,573992,823
1514,32,1,521950,180.38,-457,28005,3465
1514,32,2,202216,54.1355,-457,94035,2015
1514,32,4,105975,55.3584,-457,568947,825
1515,32,1,520984,84.6321,-418,27964,3535
1515,32,2,202352,11.986,-418,94086,2035
1515,32,4,106192,-36.0672,-418,571440,827
1516,32,1,522502,137.792,-426,27932,3626
1516,32,2,202655,144.638,-426,94298,2072
1516,32,4,106739,99.3656,-426,574004,848
1517,32,1,526155,163.35,-425,28095,3349
1517,32,2,203107,133.864,-425,94333,2021
1517,32,4,106910,87.3678,-425,571747,841
1518,32,1,526333,42.801,-377,27989,3410
1518,32,2,202969,46.5301,-377,94131,2014
1518,32,4,106572,87.0608,-377,571683,808
1519,32,1,529122,196.167,-374,27970,3533
1519,32,2,204209,141.096,-374,94456,2105
1519,32,4,106554,264.136,-374,570812,843
1520,32,1,528405,50.86,-367,28027,3467
1520,32,2,204455,-141.868,-367,94537,2063
1520,32,4,106883,15.7533,-367,571519,797
1521,32,1,525015,38.2842,-399,28017,3520
1521,32,2,204658,-68.6598,-399,94693,2052
1521,32,4,106572,39.0707,-399,574133,832
1522,32,1,527832,8.82238,-326,27936,3569
1522,32,2,205104,-73.0739,-326,95042,2059
1522,32,4,107041,26.0189,-326,578674,825
1523,32,1,528376,60.2254,-324,27918,3490
1523,32,2,205824,229.903,-324,95366,2080
1523,32,4,107350,175.857,-324,579972,838
1524,32,1,531496,155.113,-336,27858,3532
1524,32,2,206200,144.94,-336,94722,2066
1524,32,4,107792,130.868,-336,575260,860
1525,32,1,531561,40.0538,-291,28059,3387
1525,32,2,207397,21.1029,-291,95139,2073
1525,32,4,108575,20.2895,-291,576971,813
1526,32,1,532128,101.712,-303,27999,3636
1526,32,2,207975,29.1695,-303,94655,2098
1526,32,4,108450,-2.50359,-303,573457,838
1527,32,1,533804,102.669,-312,27964,3421
1527,32,2,208399,123.948,-312,95140,2085
1527,32,4,108673,44.8774,-312,576190,863
1528,32,1,538680,109.435,-297,28019,3443
1528,32,2,209101,80.2316,-297,94689,2091
1528,32,4,108444,191.811,-297,576549,839
1529,32,1,536662,49.2614,-244,28034,3469
1529,32,2,208378,77.3141,-244,94700,1977
1529,32,4,108404,86.4071,-244,575368,815
1530,32,1,536822,140.71,-247,28035,3443
1530,32,2,208847,59.3366,-247,94765,2015
1530,32,4,108655,58.4002,-247,577223,803
1531,32,1,536915,-15.9453,-322,28054,3485
1531,32,2,208942,76.8822,-322,94788,2105
1531,32,4,108178,157.695,-322,575610,833
1532,32,1,538134,15.8203,-359,28121,3519
1532,32,2,209271,-27.0743,-359,95523,2059
1532,32,4,108737,27.7557,-359,577193,863
1533,32,1,540619,20.1536,-316,28160,3359
1533,32,2,210131,49.0912,-316,95538,1983
1533,32,4,108271,65.425,-316,575716,869
1534,32,1,541042,65.2044,-283,28131,3335
1534,32,2,209874,178.611,-283,95295,1933
1534,32,4,108577,175.73,-283,574763,775
1535,32,1,543323,226.684,-266,28128,3423
1535,32,2,210242,30.2466,-266,94946,2025
1535,32,4,108575,135.709,-266,573982,839
1536,32,1,540640,214.365,-253,28013,3551
1536,32,2,209919,88.5148,-253,94819,2055
1536,32,4,108549,137.654,-253,572867,843
1537,32,1,542775,187.682,-242,28020,3445
1537,32,2,211059,25.8187,-242,95062,2017
1537,32,4,109578,-16.847,-242,573538,847
1538,32,1,541863,194.612,-240,27958,3564
1538,32,2,210586,144.028,-240,95010,2054
1538,32,4,109549,41.7246,-240,576014,868
1539,32,1,541178,26.0612,-214,27988,3422
1539,32,2,210160,167.773,-214,95380,2046
1539,32,4,110307,88.7854,-214,579058,786
1540,32,1,537962,167.375,-228,27998,3528
1540,32,2,210221,42.5108,-228,95384,2114
1540,32,4,110624,59.7487,-228,576596,890
1541,32,1,539395,-91.022,-183,28007,3391
1541,32,2,210758,31.7694,-183,95653,2069
1541,32,4,111189,50.4976,-183,580295,827
1542,32,1,540657,43.3444,-161,28001,3438
1542,32,2,211083,216.471,-161,95967,2028
1542,32,4,111220,81.7542,-161,580565,832
1543,32,1,538416,207.99,-138,28026,3427
1543,32,2,210561,131.275,-138,96346,2013
1543,32,4,111374,-69.8975,-138,579730,811
1544,32,1,539250,86.6845,-156,28112,3452
1544,32,2,210813,106.562,-156,96766,2054
1544,32,4,111553,-38.3272,-156,578410,784
1545,32,1,539432,126.804,-88,28008,3474
1545,32,2,210442,147.21,-88,96096,2118
1545,32,4,111179,107.473,-88,574750,878
1546,32,1,540751,156.773,-86,28046,3534
1546,32,2,211187,89.1805,-86,95748,2112
1546,32,4,111302,-11.3016,-86,575088,864
1547,32,1,541177,37.6582,-61,28033,3373
1547,32,2,211711,114.102,-61,96347,1973
1547,32,4,111634,36.943,-61,577547,825
1548,32,1,541403,-71.3074,-60,28144,3411
1548,32,2,212604,-120.426,-60,96200,1991
1548,32,4,111886,-78.0417,-60,574690,827
1549,32,1,541461,59.0051,-75,28239,3429
1549,32,2,212431,127.603,-75,96401,2073
1549,32,4,111279,-19.0201,-75,576883,859
1550,32,1,539198,-13.3112,-10,28130,3407
1550,32,2,211771,122.119,-10,96464,1987
1550,32,4,111361,150.323,-10,578874,803
1551,32,1,538430,101.279,-39,28251,3371
1551,32,2,211962,105.864,-39,96153,2019
1551,32,4,111965,-20.1347,-39,578907,831
1552,32,1,539677,90.4872,-42,28202,3451
1552,32,2,212177,54.2382,-42,95868,2077
1552,32,4,111753,42.5561,-42,577958,881
1553,32,1,540736,89.0377,-93,28103,3417
1553,32,2,212837,53.9531,-93,96087,2047
1553,32,4,112001,35.4804,-93,578725,875
1554,32,1,542731,65.5082,-176,28048,3415
1554,32,2,213580,84.2217,-176,96002,2035
1554,32,4,112845,-11.1982,-176,581742,851
1555,32,1,538979,-31.9804,-180,27964,3592
1555,32,2,213368,-0.934341,-180,96276,2118
1555,32,4,113422,58.4589,-180,586610,836
1556,32,1,537619,157.583,-185,27941,3567
1556,32,2,213863,131.303,-185,95751,2061
1556,32,4,113420,152.39,-185,583233,813
1557,32,1,538765,77.0322,-167,27913,3512
1557,32,2,214728,55.8499,-167,96667,2032
1557,32,4,113672,-37.8692,-167,588775,836
1558,32,1,540517,16.6461,-243,28103,3512
1558,32,2,214575,241.181,-243,96743,2084
1558,32,4,113919,181.632,-243,587561,860
1559,32,1,540309,213.286,-215,28143,3484
1559,32,2,215251,183.553,-215,96501,2062
1559,32,4,114295,62.948,-215,583035,826
1560,32,1,542546,105.333,-158,28090,3353
1560,32,2,215026,134.884,-158,96218,1989
1560,32,4,114363,151.76,-158,581480,797
1561,32,1,544165,116.494,-147,28099,3491
1561,32,2,215587,79.3289,-147,96751,2061
1561,32,4,114603,89.809,-147,582033,817
1562,32,1,539508,90.6307,-70,28064,3443
1562,32,2,215157,127.604,-70,96058,1993
1562,32,4,114336,182.345,-70,574074,839
1563,32,1,541755,108.613,-94,28112,3438
1563,32,2,216161,64.6691,-94,96402,2092
1563,32,4,114134,98.4017,-94,577386,848
1564,32,1,541104,64.1915,-89,28103,3491
1564,32,2,216133,122.726,-89,95671,2135
1564,32,4,114605,-19.8692,-89,573251,883
1565,32,1,543060,42.1073,-78,28006,3569
1565,32,2,216720,157.446,-78,95424,2109
1565,32,4,114506,-10.7595,-78,577054,809
1566,32,1,541575,151.32,-109,27929,3505
1566,32,2,216419,5.60331,-109,95563,2039
1566,32,4,114644,69.7685,-109,575741,799
1567,32,1,543103,136.661,-93,27935,3516
1567,32,2,217091,62.5441,-93,95251,2112
1567,32,4,114898,16.0769,-93,574753,870
1568,32,1,545089,133.94,-74,28080,3507
1568,32,2,217381,137.805,-74,95252,2117
1568,32,4,114342,105.675,-74,574150,851
1569,32,1,545428,-10.6666,-83,27973,3417
1569,32,2,217466,-102.652,-83,94945,1989
1569,32,4,114383,-8.9723,-83,573779,807
1570,32,1,547634,-38.1858,-145,28033,3474
1570,32,2,217512,75.5719,-145,94625,2060
1570,32,4,114409,-7.57492,-145,572511,764
1571,32,1,549612,77.7426,-112,27986,3563
1571,32,2,217361,184.009,-112,94778,2041
1571,32,4,114498,104.521,-112,572916,793
1572,32,1,549827,42.7134,-117,27869,3435
1572,32,2,217880,21.7804,-117,94321,2011
1572,32,4,114837,59.6462,-117,571055,827
1573,32,1,551857,233.746,-5,28023,3512
1573,32,2,218041,239.454,-5,94539,2094
1573,32,4,114819,265.955,-5,571691,836
1574,32,1,552610,-15.1023,1,28097,3508
1574,32,2,217877,133.493,1,95093,2144
1574,32,4,114589,124.471,1,577613,834
1575,32,1,551597,76.9305,0,27938,3553
1575,32,2,217811,30.398,0,94730,2031
1575,32,4,114195,-68.5147,0,575862,793
1576,32,1,552835,122.222,-31,27903,3401
1576,32,2,218118,225.612,-31,94107,2039
1576,32,4,114378,39.1824,-31,568641,829
1577,32,1,550802,134.18,-101,27859,3506
1577,32,2,217560,107.894,-101,94197,2082
1577,32,4,114254,89.7014,-101,569427,854
1578,32,1,548620,-88.7056,-97,27891,3548
1578,32,2,217128,183.347,-97,94221,2134
1578,32,4,114456,232.998,-97,569911,908
1579,32,1,547765,130.903,-142,27870,3545
1579,32,2,216886,94.6835,-142,94692,2129
1579,32,4,114670,144.317,-142,569834,879
1580,32,1,546935,55.5662,-102,28000,3500
1580,32,2,216920,68.6428,-102,95780,2070
1580,32,4,113767,46.1867,-102,573800,862
1581,32,1,546674,-5.89936,-55,28073,3533
1581,32,2,216783,122.559,-55,95383,2093
1581,32,4,114134,27.897,-55,571313,791
1582,32,1,546666,130.991,-26,28118,3375
1582,32,2,216648,30.5054,-26,95190,1941
1582,32,4,114351,137.587,-26,569848,837
1583,32,1,544801,158.446,-73,28047,3477
1583,32,2,215856,112.653,-73,95199,2091
1583,32,4,113952,57.7524,-73,573917,815
1584,32,1,546226,66.2113,-105,28065,3496
1584,32,2,216105,109.591,-105,94927,2078
1584,32,4,113587,32.1144,-105,572585,812
1585,32,1,542565,105.851,-95,27961,3486
1585,32,2,215042,-16.8365,-95,94285,2080
1585,32,4,112761,144.185,-95,565527,850
1586,32,1,542654,-20.6186,-54,28022,3419
1586,32,2,215316,73.4639,-54,94328,2087
1586,32,4,113080,31.0287,-54,567708,833
1587,32,1,545834,109.522,-32,28036,3460
1587,32,2,216090,-19.2649,-32,95096,2032
1587,32,4,112783,136.792,-32,569972,820
1588,32,1,545670,-45.764,11,27895,3517
1588,32,2,216201,-40.0726,11,94811,2079
1588,32,4,112772,-97.3815,11,567131,849
1589,32,1,542522,3.12688,-64,27904,3521
1589,32,2,216006,86.1859,-64,94506,2077
1589,32,4,113546,139.283,-64,564746,779
1590,32,1,542347,-48.3644,-66,27998,3580
1590,32,2,215714,58.7724,-66,94474,2200
1590,32,4,113356,8.04323,-66,566560,880
1591,32,1,544862,100.34,-76,27960,3468
1591,32,2,216607,-33.8815,-76,94014,2086
1591,32,4,113829,66.1377,-76,561112,804
1592,32,1,546031,235.622,-118,27982,3484
1592,32,2,217094,231.078,-118,93812,2032
