k,d,l,m,A_N,R_N,lambda_max,log_psi,hits_1e-03,hits_1e-04,hits_1e-05,hits_1e-06,alpha_inv_rel_residual
3,5,6,3,2.0459346363689082e-7,1.000056000514513579264268,137.035998551190343236291,-3.2562060871251309e-8,1,1,1,1,3.888099918e-9
3,5,6,4,2.0459346310393204e-7,1.000056000514513046305492,137.03599855119034488431,-3.2562060828839797e-8,1,1,1,1,3.888099906e-9
3,5,6,5,2.0459346257097326e-7,1.000056000514512513346716,137.0359985511903465323289,-3.2562060786428285e-8,1,1,1,1,3.888099894e-9
3,5,6,6,2.0459346203801449e-7,1.00005600051451198038794,137.0359985511903481803479,-3.2562060744016773e-8,1,1,1,1,3.888099882e-9
3,5,6,7,2.0459346150505571e-7,1.000056000514511447429164,137.0359985511903498283668,-3.2562060701605261e-8,1,1,1,1,3.88809987e-9
3,5,6,8,2.0459346097209694e-7,1.000056000514510914470389,137.0359985511903514763858,-3.256206065919375e-8,1,1,1,1,3.888099858e-9
3,5,7,2,2.0459346523344485e-7,1.0000560005145151758183,137.0359985511903382994152,-3.2562060998327442e-8,1,1,1,1,3.888099954e-9
3,5,7,3,2.045934652322837e-7,1.000056000514515174657151,137.0359985511903383030057,-3.2562060998248241e-8,1,1,1,1,3.888099954e-9
3,5,7,4,2.0459346523112255e-7,1.000056000514515173496003,137.0359985511903383065962,-3.256206099816904e-8,1,1,1,1,3.888099954e-9
3,5,7,5,2.045934652299614e-7,1.000056000514515172334855,137.0359985511903383101868,-3.2562060998089839e-8,1,1,1,1,3.888099954e-9
3,5,7,6,2.0459346522880025e-7,1.000056000514515171173706,137.0359985511903383137773,-3.2562060998010638e-8,1,1,1,1,3.888099954e-9
3,5,7,7,2.0459346522763911e-7,1.000056000514515170012558,137.0359985511903383173678,-3.2562060997931437e-8,1,1,1,1,3.888099954e-9
3,5,7,8,2.0459346522647796e-7,1.00005600051451516885141,137.0359985511903383209583,-3.2562060997852236e-8,1,1,1,1,3.888099954e-9
3,5,8,2,2.0459346523576219e-7,1.00005600051451517813564,137.0359985511903382922495,-3.2562060998485548e-8,1,1,1,1,3.888099954e-9
3,5,8,3,2.0459346523575971e-7,1.000056000514515178133162,137.0359985511903382922572,-3.25620609984854e-8,1,1,1,1,3.888099954e-9
3,5,8,4,2.0459346523575723e-7,1.000056000514515178130684,137.0359985511903382922649,-3.2562060998485253e-8,1,1,1,1,3.888099954e-9
3,5,8,5,2.0459346523575475e-7,1.000056000514515178128206,137.0359985511903382922725,-3.2562060998485105e-8,1,1,1,1,3.888099954e-9
3,5,8,6,2.0459346523575228e-7,1.000056000514515178125727,137.0359985511903382922802,-3.2562060998484957e-8,1,1,1,1,3.888099954e-9
3,5,8,7,2.045934652357498e-7,1.000056000514515178123249,137.0359985511903382922878,-3.2562060998484809e-8,1,1,1,1,3.888099954e-9
3,5,8,8,2.0459346523574732e-7,1.000056000514515178120771,137.0359985511903382922955,-3.2562060998484661e-8,1,1,1,1,3.888099954e-9
3,6,2,2,-2.8970284501245894e-5,1.000026825636548696479018,137.0360887658964359842936,6.9356467240030341e-6,1,1,1,1,6.544404174e-7
3,6,2,3,-4.3578182831010302e-5,1.000012217738218932071514,137.0361339364683467828213,1.0423007322603643e-5,1,1,1,1,9.840660064e-7
3,6,2,4,-5.8186081160774709e-5,0.9999976098398891676640105,137.0361791070098069175589,1.3910367921204251e-5,1,1,1,0,1.313691373e-6
3,6,2,5,-7.2793979490539117e-5,0.9999830019415594032565069,137.0362242775208164500893,1.739772851980486e-5,1,1,1,0,1.643316518e-6
3,6,2,6,-8.7401877820303524e-5,0.9999683940432296388490032,137.0362694480013754419948,2.0885089118405468e-5,1,1,1,0,1.97294144e-6
3,6,2,7,-0.00010200977615006793,0.9999537861448998744414995,137.0363146184514839548578,2.4372449717006077e-5,1,1,1,0,2.30256614e-6
3,6,2,8,-0.00011661767447983234,0.9999391782465701100339959,137.0363597888711420502602,2.7859810315606685e-5,1,1,1,0,2.632190618e-6
3,6,3,2,1.6367477218861372e-7,1.000055959595822130987167,137.0359986777194141960037,-2.6049648798788675e-8,1,1,1,1,2.964772677e-9
3,6,3,3,1.2275607914146029e-7,1.000055918677129083833739,137.035998804248489860845,-1.9537236599091507e-8,1,1,1,1,2.041445401e-9
3,6,3,4,8.1837386094306858e-8,1.00005587775843603668031,137.0359989307775652867581,-1.3024824399394338e-8,1,1,1,1,1.118118128e-9
3,6,3,5,4.0918693047153429e-8,1.000055836839742989526881,137.035999057306640473743,-6.5124121996971688e-9,1,1,1,1,1.947908557e-10
3,6,3,6,0.0,1.000055795921049942373452,137.0359991838357154217997,0.0,1,1,1,1,7.285364144e-10
3,6,3,7,-4.0918693047153429e-8,1.000055755002356895220023,137.0359993103647901309281,6.5124121996971688e-9,1,1,1,1,1.651863683e-9
3,6,3,8,-8.1837386094306858e-8,1.000055714083663848066594,137.0359994368938646011284,1.3024824399394338e-8,1,1,1,1,2.57519095e-9
3,6,4,2,2.4530838944443583e-7,1.000056041229439386809279,137.0359984252913576140875,-3.9050150084763751e-8,1,1,1,1,4.806829204e-9
3,6,4,3,2.4520650502519345e-7,1.000056041127554967566906,137.0359984256064053463608,-3.903798852805412e-8,1,1,1,1,4.80453019e-9
3,6,4,4,2.4510462060595108e-7,1.000056041025670548324533,137.0359984259214530786326,-3.9025826971344488e-8,1,1,1,1,4.802231175e-9
3,6,4,5,2.4500273618670871e-7,1.00005604092378612908216,137.035998426236500810903,-3.9013665414634857e-8,1,1,1,1,4.799932161e-9
3,6,4,6,2.4490085176746633e-7,1.000056040821901709839787,137.0359984265515485431718,-3.9001503857925226e-8,1,1,1,1,4.797633146e-9
3,6,4,7,2.4479896734822396e-7,1.000056040720017290597414,137.0359984268665962754392,-3.8989342301215595e-8,1,1,1,1,4.795334132e-9
3,6,4,8,2.4469708292898159e-7,1.000056040618132871355041,137.0359984271816440077051,-3.8977180744505964e-8,1,1,1,1,4.793035118e-9
3,6,5,2,2.4551168262462512e-7,1.000056041432732566998571,137.0359984246627329835309,-3.9074427776161647e-8,1,1,1,1,4.811416499e-9
3,6,5,3,2.4551144479547739e-7,1.000056041432494737850844,137.0359984246634684005281,-3.9074405065150963e-8,1,1,1,1,4.811411133e-9
3,6,5,4,2.4551120696632967e-7,1.000056041432256908703118,137.0359984246642038175253,-3.907438235414028e-8,1,1,1,1,4.811405766e-9
3,6,5,5,2.4551096913718194e-7,1.000056041432019079555391,137.0359984246649392345225,-3.9074359643129597e-8,1,1,1,1,4.8114004e-9
3,6,5,6,2.4551073130803421e-7,1.000056041431781250407664,137.0359984246656746515197,-3.9074336932118914e-8,1,1,1,1,4.811395033e-9
3,6,5,7,2.4551049347888648e-7,1.000056041431543421259937,137.0359984246664100685169,-3.907431422110823e-8,1,1,1,1,4.811389667e-9
3,6,5,8,2.4551025564973876e-7,1.00005604143130559211221,137.0359984246671454855141,-3.9074291510097547e-8,1,1,1,1,4.8113843e-9
3,6,6,2,2.4551215721700302e-7,1.000056041433207159376473,137.0359984246612654455744,-3.9074473113359989e-8,1,1,1,1,4.811427209e-9
3,6,6,3,2.4551215668404425e-7,1.000056041433206626417697,137.0359984246612670935933,-3.9074473070948478e-8,1,1,1,1,4.811427197e-9
3,6,6,4,2.4551215615108547e-7,1.000056041433206093458921,137.0359984246612687416123,-3.9074473028536966e-8,1,1,1,1,4.811427185e-9
3,6,6,5,2.4551215561812669e-7,1.000056041433205560500145,137.0359984246612703896312,-3.9074472986125454e-8,1,1,1,1,4.811427173e-9
3,6,6,6,2.4551215508516792e-7,1.000056041433205027541369,137.0359984246612720376502,-3.9074472943713942e-8,1,1,1,1,4.811427161e-9
3,6,6,7,2.4551215455220914e-7,1.000056041433204494582593,137.0359984246612736856691,-3.907447290130243e-8,1,1,1,1,4.811427148e-9
3,6,6,8,2.4551215401925037e-7,1.000056041433203961623817,137.0359984246612753336881,-3.9074472858890918e-8,1,1,1,1,4.811427136e-9
3,6,7,2,2.4551215828059828e-7,1.000056041433208222971729,137.0359984246612621567175,-3.9074473198024611e-8,1,1,1,1,4.811427233e-9
3,6,7,3,2.4551215827943713e-7,1.00005604143320822181058,137.035998424661262160308,-3.907447319794541e-8,1,1,1,1,4.811427233e-9
3,6,7,4,2.4551215827827598e-7,1.000056041433208220649432,137.0359984246612621638985,-3.9074473197866209e-8,1,1,1,1,4.811427233e-9
3,6,7,5,2.4551215827711483e-7,1.000056041433208219488284,137.035998424661262167489,-3.9074473197787008e-8,1,1,1,1,4.811427233e-9
3,6,7,6,2.4551215827595368e-7,1.000056041433208218327135,137.0359984246612621710796,-3.9074473197707807e-8,1,1,1,1,4.811427233e-9
3,6,7,7,2.4551215827479254e-7,1.000056041433208217165987,137.0359984246612621746701,-3.9074473197628606e-8,1,1,1,1,4.811427232e-9
3,6,7,8,2.4551215827363139e-7,1.000056041433208216004839,137.0359984246612621782606,-3.9074473197549404e-8,1,1,1,1,4.811427232e-9
3,6,8,2,2.4551215828291562e-7,1.000056041433208225289069,137.0359984246612621495518,-3.9074473198182717e-8,1,1,1,1,4.811427233e-9
3,6,8,3,2.4551215828291314e-7,1.000056041433208225286591,137.0359984246612621495595,-3.9074473198182569e-8,1,1,1,1,4.811427233e-9
3,6,8,4,2.4551215828291066e-7,1.000056041433208225284113,137.0359984246612621495671,-3.9074473198182421e-8,1,1,1,1,4.811427233e-9
3,6,8,5,2.4551215828290818e-7,1.000056041433208225281634,137.0359984246612621495748,-3.9074473198182274e-8,1,1,1,1,4.811427233e-9
3,6,8,6,2.455121582829057e-7,1.000056041433208225279156,137.0359984246612621495825,-3.9074473198182126e-8,1,1,1,1,4.811427233e-9
3,6,8,7,2.4551215828290323e-7,1.000056041433208225276678,137.0359984246612621495901,-3.9074473198181978e-8,1,1,1,1,4.811427233e-9
3,6,8,8,2.4551215828290075e-7,1.0000560414332082252742,137.0359984246612621495978,-3.907447319818183e-8,1,1,1,1,4.811427233e-9
3,7,2,2,-2.8929365808198741e-5,1.000026866555241743632447,137.036088639367530196189,6.9291343118033369e-6,1,1,1,1,6.535170913e-7
3,7,2,3,-4.3537264137963149e-5,1.000012258656911979224943,137.0361338099395262912187,1.0416494910403945e-5,1,1,1,1,9.83142681e-7
3,7,2,4,-5.8145162467727556e-5,0.9999976507585822148174394,137.0361789804810717222858,1.3903855509004554e-5,1,1,1,0,1.312768048e-6
3,7,2,5,-7.2753060797491964e-5,0.9999830428602524504099357,137.0362241509921665509731,1.7391216107605163e-5,1,1,1,0,1.642393194e-6
3,7,2,6,-8.7360959127256371e-5,0.9999684349619226860024321,137.036269321472810838863,2.0878576706205771e-5,1,1,1,0,1.972018117e-6
3,7,2,7,-0.00010196885745702078,0.9999538270635929215949284,137.0363144919230046475379,2.436593730480638e-5,1,1,1,0,2.301642817e-6
3,7,2,8,-0.00011657675578678519,0.9999392191652631571874248,137.0363596623427480385798,2.7853297903406988e-5,1,1,1,0,2.631267296e-6
3,7,3,2,2.0459346523576714e-7,1.000056000514515178140596,137.0359985511903382922342,-3.2562060998485844e-8,1,1,1,1,3.888099954e-9
3,7,3,3,1.6367477218861372e-7,1.000055959595822130987167,137.0359986777194141960037,-2.6049648798788675e-8,1,1,1,1,2.964772677e-9
3,7,3,4,1.2275607914146029e-7,1.000055918677129083833739,137.035998804248489860845,-1.9537236599091507e-8,1,1,1,1,2.041445401e-9
3,7,3,5,8.1837386094306858e-8,1.00005587775843603668031,137.0359989307775652867581,-1.3024824399394338e-8,1,1,1,1,1.118118128e-9
3,7,3,6,4.0918693047153429e-8,1.000055836839742989526881,137.035999057306640473743,-6.5124121996971688e-9,1,1,1,1,1.947908557e-10
3,7,3,7,0.0,1.000055795921049942373452,137.0359991838357154217997,0.0,1,1,1,1,7.285364144e-10
3,7,3,8,-4.0918693047153429e-8,1.000055755002356895220023,137.0359993103647901309281,6.5124121996971688e-9,1,1,1,1,1.651863683e-9
3,7,4,2,2.8622708249158926e-7,1.000056082148132433962708,137.0359982987622812336514,-4.556256228446092e-8,1,1,1,1,5.730156485e-9
3,7,4,3,2.8612519807234688e-7,1.000056082046248014720335,137.0359982990773289665196,-4.5550400727751288e-8,1,1,1,1,5.72785747e-9
3,7,4,4,2.8602331365310451e-7,1.000056081944363595477962,137.0359982993923766993864,-4.5538239171041657e-8,1,1,1,1,5.725558456e-9
3,7,4,5,2.8592142923386214e-7,1.000056081842479176235589,137.0359982997074244322516,-4.5526077614332026e-8,1,1,1,1,5.723259441e-9
3,7,4,6,2.8581954481461976e-7,1.000056081740594756993216,137.0359983000224721651154,-4.5513916057622395e-8,1,1,1,1,5.720960427e-9
3,7,4,7,2.8571766039537739e-7,1.000056081638710337750843,137.0359983003375198979777,-4.5501754500912764e-8,1,1,1,1,5.718661413e-9
3,7,4,8,2.8561577597613502e-7,1.00005608153682591850847,137.0359983006525676308385,-4.5489592944203133e-8,1,1,1,1,5.716362398e-9
3,7,5,2,2.8643037567177855e-7,1.000056082351425614152,137.0359982981336566019077,-4.5586839975858815e-8,1,1,1,1,5.73474378e-9
3,7,5,3,2.8643013784263082e-7,1.000056082351187785004273,137.0359982981343920189063,-4.5586817264848132e-8,1,1,1,1,5.734738414e-9
3,7,5,4,2.8642990001348309e-7,1.000056082350949955856546,137.0359982981351274359049,-4.5586794553837449e-8,1,1,1,1,5.734733047e-9
3,7,5,5,2.8642966218433537e-7,1.000056082350712126708819,137.0359982981358628529035,-4.5586771842826766e-8,1,1,1,1,5.73472768e-9
3,7,5,6,2.8642942435518764e-7,1.000056082350474297561093,137.0359982981365982699021,-4.5586749131816082e-8,1,1,1,1,5.734722314e-9
3,7,5,7,2.8642918652603991e-7,1.000056082350236468413366,137.0359982981373336869007,-4.5586726420805399e-8,1,1,1,1,5.734716947e-9
3,7,5,8,2.8642894869689219e-7,1.000056082349998639265639,137.0359982981380691038993,-4.5586703709794716e-8,1,1,1,1,5.734711581e-9
3,7,6,2,2.8643085026415645e-7,1.000056082351900206529902,137.0359982981321890639485,-4.5586885313057158e-8,1,1,1,1,5.734754489e-9
3,7,6,3,2.8643084973119767e-7,1.000056082351899673571126,137.0359982981321907119674,-4.5586885270645646e-8,1,1,1,1,5.734754477e-9
3,7,6,4,2.864308491982389e-7,1.00005608235189914061235,137.0359982981321923599864,-4.5586885228234135e-8,1,1,1,1,5.734754465e-9
3,7,6,5,2.8643084866528012e-7,1.000056082351898607653574,137.0359982981321940080053,-4.5586885185822623e-8,1,1,1,1,5.734754453e-9
3,7,6,6,2.8643084813232135e-7,1.000056082351898074694798,137.0359982981321956560243,-4.5586885143411111e-8,1,1,1,1,5.734754441e-9
3,7,6,7,2.8643084759936257e-7,1.000056082351897541736022,137.0359982981321973040432,-4.5586885100999599e-8,1,1,1,1,5.734754429e-9
3,7,6,8,2.8643084706640379e-7,1.000056082351897008777246,137.0359982981321989520622,-4.5586885058588087e-8,1,1,1,1,5.734754417e-9
3,7,7,2,2.8643085132775171e-7,1.000056082351901270125157,137.0359982981321857750916,-4.558688539772178e-8,1,1,1,1,5.734754513e-9
3,7,7,3,2.8643085132659056e-7,1.000056082351901268964009,137.0359982981321857786821,-4.5586885397642579e-8,1,1,1,1,5.734754513e-9
3,7,7,4,2.8643085132542941e-7,1.000056082351901267802861,137.0359982981321857822726,-4.5586885397563378e-8,1,1,1,1,5.734754513e-9
3,7,7,5,2.8643085132426826e-7,1.000056082351901266641712,137.0359982981321857858631,-4.5586885397484177e-8,1,1,1,1,5.734754513e-9
3,7,7,6,2.8643085132310711e-7,1.000056082351901265480564,137.0359982981321857894536,-4.5586885397404975e-8,1,1,1,1,5.734754513e-9
3,7,7,7,2.8643085132194596e-7,1.000056082351901264319416,137.0359982981321857930441,-4.5586885397325774e-8,1,1,1,1,5.734754513e-9
3,7,7,8,2.8643085132078482e-7,1.000056082351901263158267,137.0359982981321857966347,-4.5586885397246573e-8,1,1,1,1,5.734754513e-9
3,7,8,2,2.8643085133006905e-7,1.000056082351901272442498,137.0359982981321857679259,-4.5586885397879886e-8,1,1,1,1,5.734754513e-9
3,7,8,3,2.8643085133006657e-7,1.00005608235190127244002,137.0359982981321857679336,-4.5586885397879738e-8,1,1,1,1,5.734754513e-9
3,7,8,4,2.8643085133006409e-7,1.000056082351901272437541,137.0359982981321857679412,-4.558688539787959e-8,1,1,1,1,5.734754513e-9
3,7,8,5,2.8643085133006161e-7,1.000056082351901272435063,137.0359982981321857679489,-4.5586885397879442e-8,1,1,1,1,5.734754513e-9
3,7,8,6,2.8643085133005913e-7,1.000056082351901272432585,137.0359982981321857679565,-4.5586885397879294e-8,1,1,1,1,5.734754513e-9
3,7,8,7,2.8643085133005666e-7,1.000056082351901272430107,137.0359982981321857679642,-4.5586885397879147e-8,1,1,1,1,5.734754513e-9
3,7,8,8,2.8643085133005418e-7,1.000056082351901272427629,137.0359982981321857679719,-4.5586885397878999e-8,1,1,1,1,5.734754513e-9
3,8,2,2,-2.8888447115151588e-5,1.000026907473934790785876,137.0360885128386241691573,6.9226218996036397e-6,1,1,1,1,6.525937653e-7
3,8,2,3,-4.3496345444915995e-5,1.000012299575605026378372,137.0361336834107055606893,1.0409982498204248e-5,1,1,1,1,9.822193555e-7
3,8,2,4,-5.8104243774680403e-5,0.9999976916772752619708683,137.0361788539523362880863,1.3897343096804857e-5,1,1,1,0,1.311844724e-6
3,8,2,5,-7.271214210444481e-5,0.9999830837789454975633646,137.036224024463516412931,1.7384703695405465e-5,1,1,1,0,1.641469869e-6
3,8,2,6,-8.7320040434209218e-5,0.999968475880615733155861,137.0362691949442459968059,2.0872064294006074e-5,1,1,1,0,1.971094793e-6
3,8,2,7,-0.00010192793876397363,0.9999538679822859687483573,137.0363143653945251012932,2.4359424892606682e-5,1,1,1,0,2.300719494e-6
3,8,2,8,-0.00011653583709373803,0.9999392600839562043408536,137.036359535814353787975,2.7846785491207291e-5,1,1,1,0,2.630343974e-6
3,8,3,2,2.4551215828292057e-7,1.000056041433208225294025,137.0359984246612621495365,-3.9074473198183013e-8,1,1,1,1,4.811427233e-9
3,8,3,3,2.0459346523576714e-7,1.000056000514515178140596,137.0359985511903382922342,-3.2562060998485844e-8,1,1,1,1,3.888099954e-9
3,8,3,4,1.6367477218861372e-7,1.000055959595822130987167,137.0359986777194141960037,-2.6049648798788675e-8,1,1,1,1,2.964772677e-9
3,8,3,5,1.2275607914146029e-7,1.000055918677129083833739,137.035998804248489860845,-1.9537236599091507e-8,1,1,1,1,2.041445401e-9
3,8,3,6,8.1837386094306858e-8,1.00005587775843603668031,137.0359989307775652867581,-1.3024824399394338e-8,1,1,1,1,1.118118128e-9
3,8,3,7,4.0918693047153429e-8,1.000055836839742989526881,137.035999057306640473743,-6.5124121996971688e-9,1,1,1,1,1.947908557e-10
3,8,3,8,0.0,1.000055795921049942373452,137.0359991838357154217997,0.0,1,1,1,1,7.285364144e-10
3,8,4,2,3.2714577553874268e-7,1.000056123066825481116137,137.0359981722332046142871,-5.2074974484158088e-8,1,1,1,1,6.653483767e-9
3,8,4,3,3.2704389111950031e-7,1.000056122964941061873764,137.0359981725482523477502,-5.2062812927448457e-8,1,1,1,1,6.651184753e-9
3,8,4,4,3.2694200670025794e-7,1.000056122863056642631391,137.0359981728633000812119,-5.2050651370738826e-8,1,1,1,1,6.648885738e-9
3,8,4,5,3.2684012228101557e-7,1.000056122761172223389018,137.035998173178347814672,-5.2038489814029195e-8,1,1,1,1,6.646586724e-9
3,8,4,6,3.2673823786177319e-7,1.000056122659287804146645,137.0359981734933955481307,-5.2026328257319564e-8,1,1,1,1,6.644287709e-9
3,8,4,7,3.2663635344253082e-7,1.000056122557403384904271,137.0359981738084432815879,-5.2014166700609933e-8,1,1,1,1,6.641988695e-9
3,8,4,8,3.2653446902328845e-7,1.000056122455518965661898,137.0359981741234910150436,-5.2002005143900301e-8,1,1,1,1,6.639689681e-9
3,8,5,2,3.2734906871893198e-7,1.000056123270118661305429,137.0359981716045799813564,-5.2099252175555984e-8,1,1,1,1,6.658071062e-9
3,8,5,3,3.2734883088978425e-7,1.000056123269880832157702,137.0359981716053153983564,-5.2099229464545301e-8,1,1,1,1,6.658065696e-9
3,8,5,4,3.2734859306063652e-7,1.000056123269643003009975,137.0359981716060508153563,-5.2099206753534618e-8,1,1,1,1,6.658060329e-9
3,8,5,5,3.273483552314888e-7,1.000056123269405173862248,137.0359981716067862323563,-5.2099184042523935e-8,1,1,1,1,6.658054963e-9
3,8,5,6,3.2734811740234107e-7,1.000056123269167344714521,137.0359981716075216493563,-5.2099161331513251e-8,1,1,1,1,6.658049596e-9
3,8,5,7,3.2734787957319334e-7,1.000056123268929515566795,137.0359981716082570663563,-5.2099138620502568e-8,1,1,1,1,6.658044229e-9
3,8,5,8,3.2734764174404562e-7,1.000056123268691686419068,137.0359981716089924833562,-5.2099115909491885e-8,1,1,1,1,6.658038863e-9
3,8,6,2,3.2734954331130988e-7,1.000056123270593253683331,137.0359981716031124433943,-5.2099297512754327e-8,1,1,1,1,6.658081772e-9
3,8,6,3,3.273495427783511e-7,1.000056123270592720724555,137.0359981716031140914133,-5.2099297470342815e-8,1,1,1,1,6.65808176e-9
3,8,6,4,3.2734954224539233e-7,1.000056123270592187765779,137.0359981716031157394323,-5.2099297427931303e-8,1,1,1,1,6.658081748e-9
3,8,6,5,3.2734954171243355e-7,1.000056123270591654807003,137.0359981716031173874512,-5.2099297385519792e-8,1,1,1,1,6.658081736e-9
3,8,6,6,3.2734954117947478e-7,1.000056123270591121848227,137.0359981716031190354702,-5.209929734310828e-8,1,1,1,1,6.658081724e-9
3,8,6,7,3.27349540646516e-7,1.000056123270590588889451,137.0359981716031206834891,-5.2099297300696768e-8,1,1,1,1,6.658081711e-9
3,8,6,8,3.2734954011355722e-7,1.000056123270590055930675,137.0359981716031223315081,-5.2099297258285256e-8,1,1,1,1,6.658081699e-9
3,8,7,2,3.2734954437490513e-7,1.000056123270594317278586,137.0359981716031091545374,-5.2099297597418949e-8,1,1,1,1,6.658081796e-9
3,8,7,3,3.2734954437374399e-7,1.000056123270594316117438,137.035998171603109158128,-5.2099297597339748e-8,1,1,1,1,6.658081796e-9
3,8,7,4,3.2734954437258284e-7,1.00005612327059431495629,137.0359981716031091617185,-5.2099297597260546e-8,1,1,1,1,6.658081796e-9
3,8,7,5,3.2734954437142169e-7,1.000056123270594313795141,137.035998171603109165309,-5.2099297597181345e-8,1,1,1,1,6.658081796e-9
3,8,7,6,3.2734954437026054e-7,1.000056123270594312633993,137.0359981716031091688995,-5.2099297597102144e-8,1,1,1,1,6.658081796e-9
3,8,7,7,3.2734954436909939e-7,1.000056123270594311472845,137.03599817160310917249,-5.2099297597022943e-8,1,1,1,1,6.658081795e-9
3,8,7,8,3.2734954436793824e-7,1.000056123270594310311696,137.0359981716031091760805,-5.2099297596943742e-8,1,1,1,1,6.658081795e-9
3,8,8,2,3.2734954437722247e-7,1.000056123270594319595927,137.0359981716031091473717,-5.2099297597577055e-8,1,1,1,1,6.658081796e-9
3,8,8,3,3.2734954437722e-7,1.000056123270594319593449,137.0359981716031091473794,-5.2099297597576907e-8,1,1,1,1,6.658081796e-9
3,8,8,4,3.2734954437721752e-7,1.00005612327059431959097,137.0359981716031091473871,-5.2099297597576759e-8,1,1,1,1,6.658081796e-9
3,8,8,5,3.2734954437721504e-7,1.000056123270594319588492,137.0359981716031091473947,-5.2099297597576611e-8,1,1,1,1,6.658081796e-9
3,8,8,6,3.2734954437721256e-7,1.000056123270594319586014,137.0359981716031091474024,-5.2099297597576463e-8,1,1,1,1,6.658081796e-9
3,8,8,7,3.2734954437721008e-7,1.000056123270594319583536,137.0359981716031091474101,-5.2099297597576315e-8,1,1,1,1,6.658081796e-9
3,8,8,8,3.2734954437720761e-7,1.000056123270594319581058,137.0359981716031091474177,-5.2099297597576168e-8,1,1,1,1,6.658081796e-9
4,2,2,2,-2.921559289069033e-5,1.000026580328159252043191,137.0360895244397710875604,6.9746968740877978e-6,1,1,1,1,6.599757755e-7
4,2,2,3,-4.3823491220454738e-5,1.000011972429829487635687,137.0361346950111705318501,1.0462057472688406e-5,1,1,1,1,9.896013608e-7
4,2,2,4,-5.8431389550219145e-5,0.9999973645314997232281833,137.036179865552119313384,1.3949418071289015e-5,1,1,1,0,1.319226724e-6
4,2,2,5,-7.3039287879983553e-5,0.9999827566331699588206797,137.0362250360626174937447,1.7436778669889623e-5,1,1,1,0,1.648851865e-6
4,2,2,6,-8.764718620974796e-5,0.999968148734840194413176,137.0362702065426651345147,2.0924139268490232e-5,1,1,1,0,1.978476783e-6
4,2,2,7,-0.00010225508453951237,0.9999535408365104300056724,137.0363153769922622972763,2.4411499867090841e-5,1,1,1,0,2.30810148e-6
4,2,2,8,-0.00011686298286927678,0.9999389329381806655981687,137.0363605474114090436116,2.7898860465691449e-5,1,1,1,0,2.637725954e-6
4,2,3,2,-8.1633617255822112e-8,1.00005571428743268655134,137.0359994362637691460901,1.3000501285975075e-8,1,1,1,1,2.570592921e-9
4,2,3,3,-1.2255231030297554e-7,1.000055673368739639397911,137.035999562792843378552,1.9512913485672244e-8,1,1,1,1,3.493920186e-9
4,2,3,4,-1.6347100335012897e-7,1.000055632450046592244482,137.0359996893219173720857,2.6025325685369413e-8,1,1,1,1,4.417247449e-9
4,2,3,5,-2.043896963972824e-7,1.000055591531353545091054,137.0359998158509911266912,3.2537737885066582e-8,1,1,1,1,5.34057471e-9
4,2,3,6,-2.4530838944443583e-7,1.000055550612660497937625,137.0359999423800646423685,3.9050150084763751e-8,1,1,1,1,6.26390197e-9
4,2,3,7,-2.8622708249158926e-7,1.000055509693967450784196,137.0360000689091379191176,4.556256228446092e-8,1,1,1,1,7.187229228e-9
4,2,3,8,-3.2714577553874268e-7,1.000055468775274403630767,137.0360001954382109569385,5.2074974484158088e-8,1,1,1,1,8.110556484e-9
4,2,4,2,0.0,1.000055795921049942373452,137.0359991838357154217997,0.0,1,1,1,1,7.285364144e-10
4,2,4,3,-1.0188441924237307e-10,1.000055795819165523131079,137.0359991841507631505064,1.2161556709631164e-11,1,1,1,1,7.308354288e-10
4,2,4,4,-2.0376883848474614e-10,1.000055795717281103888706,137.0359991844658108792117,2.4323113419262327e-11,1,1,1,1,7.331344431e-10
4,2,4,5,-3.056532577271192e-10,1.000055795615396684646333,137.0359991847808586079156,3.6484670128893491e-11,1,1,1,1,7.354334575e-10
4,2,4,6,-4.0753767696949227e-10,1.00005579551351226540396,137.0359991850959063366179,4.8646226838524654e-11,1,1,1,1,7.377324718e-10
4,2,4,7,-5.0942209621186534e-10,1.000055795411627846161587,137.0359991854109540653187,6.0807783548155818e-11,1,1,1,1,7.400314862e-10
4,2,4,8,-6.1130651545423841e-10,1.000055795309743426919213,137.0359991857260017940181,7.2969340257786982e-11,1,1,1,1,7.423305006e-10
4,2,5,2,2.0329318018929231e-10,1.000055796124343122562744,137.0359991832070907983594,-2.4277691397895844e-11,1,1,1,1,7.239491189e-10
4,2,5,3,2.030553510415654e-10,1.000055796124105293415017,137.0359991832078262153483,-2.4254980387212602e-11,1,1,1,1,7.239544855e-10
4,2,5,4,2.0281752189383848e-10,1.00005579612386746426729,137.0359991832085616323372,-2.423226937652936e-11,1,1,1,1,7.239598521e-10
4,2,5,5,2.0257969274611157e-10,1.000055796123629635119563,137.035999183209297049326,-2.4209558365846119e-11,1,1,1,1,7.239652187e-10
4,2,5,6,2.0234186359838466e-10,1.000055796123391805971837,137.0359991832100324663149,-2.4186847355162877e-11,1,1,1,1,7.239705853e-10
4,2,5,7,2.0210403445065774e-10,1.00005579612315397682411,137.0359991832107678833038,-2.4164136344479635e-11,1,1,1,1,7.239759519e-10
4,2,5,8,2.0186620530293083e-10,1.000055796122916147676383,137.0359991832115033002927,-2.4141425333796393e-11,1,1,1,1,7.239813185e-10
