backend_label,actual_backend,L,seed,tick,x,plane_loss_real,plane_loss_imag
wsl2_cuda,gpu,96,1,82,61,8.2210113913053502e-11,-9.3742668568897027e-11
wsl2_cuda,gpu,96,1,82,62,1.4682940847017009e-09,-1.9135181059759056e-09
wsl2_cuda,gpu,96,1,82,63,1.6350960322637099e-08,-2.4470941443973413e-08
wsl2_cuda,gpu,96,1,82,64,1.368825761700688e-07,-2.3708757659747572e-07
wsl2_cuda,gpu,96,1,82,65,5.5399964407631565e-07,-1.1234001469601947e-06
wsl2_cuda,gpu,96,1,82,66,1.4707376604482581e-06,-3.5506748065470529e-06
wsl2_cuda,gpu,96,1,82,67,2.6695508486211778e-06,-7.8642432048425797e-06
wsl2_cuda,gpu,96,1,82,68,3.7539593625843648e-06,-1.4009967070713674e-05
wsl2_cuda,gpu,96,1,82,69,2.4725425827398775e-06,-1.2430310972171006e-05
wsl2_cuda,gpu,96,1,82,70,9.4754118227601905e-07,-7.197289832249475e-06
wsl2_cuda,gpu,96,1,82,71,1.7951922399632343e-07,-2.7389340795492016e-06
wsl2_cuda,gpu,96,1,82,72,6.0251020417797676e-22,-3.2799127857243866e-06
wsl2_cuda,gpu,96,1,82,73,-6.3444054106898714e-07,-9.6796921282208012e-06
wsl2_cuda,gpu,96,1,82,74,-1.8151267302496238e-06,-1.3787256326410967e-05
wsl2_cuda,gpu,96,1,82,75,-2.5368032822087452e-06,-1.2753371324402553e-05
wsl2_cuda,gpu,96,1,82,76,-1.8960362096475466e-06,-7.0761034673949798e-06
wsl2_cuda,gpu,96,1,82,77,-1.0371857817342551e-06,-3.0554507850546784e-06
wsl2_cuda,gpu,96,1,82,78,-3.8014459871305496e-07,-9.1775024587593642e-07
wsl2_cuda,gpu,96,1,82,79,-8.9524731054221762e-08,-1.8153819609499691e-07
wsl2_cuda,gpu,96,1,82,80,-1.1187696826807714e-08,-1.9377659323708127e-08
wsl2_cuda,gpu,96,1,82,81,-1.1151484853022259e-09,-1.6689376493310029e-09
wsl2_cuda,gpu,96,1,82,82,-7.3567102719595155e-11,-9.5874514870591861e-11
wsl2_cuda,gpu,96,1,82,83,-9.0540138371899079e-13,-1.0324124100540066e-12
wsl2_cuda,gpu,96,1,82,84,-6.0257140754020042e-15,-6.0257140754020058e-15
wsl2_cuda,gpu,96,1,82,85,-3.6748467171160057e-17,-3.2227540760169363e-17
wsl2_cuda,gpu,96,1,82,86,-4.3130312821026118e-20,-3.3095053027548364e-20
wsl2_cuda,gpu,96,1,82,87,-1.6905218514522852e-24,-1.1295705880762034e-24
wsl2_cuda,gpu,96,1,82,88,-1.0206111501962875e-29,-5.8925012230376089e-30
wsl2_cuda,gpu,96,1,82,89,-3.8167535078749406e-35,-1.8822145346974624e-35
wsl2_cuda,gpu,96,1,82,90,-1.0976793871941655e-41,-4.5467368931321398e-42
wsl2_cuda,gpu,96,1,82,91,-9.3771581502979971e-51,-3.1831162701540862e-51
wsl2_cuda,gpu,96,1,82,92,-2.9569300361005934e-64,-7.9230701524848601e-65
wsl2_cuda,gpu,96,1,82,93,-5.2571318518077383e-81,-1.045708542270086e-81
wsl2_cuda,gpu,96,1,82,94,-5.0991799614034577e-100,-6.7131977756637154e-101
wsl2_cuda,gpu,96,1,82,95,-2.5963405829563813e-117,-1.7017315245469691e-118
wsl2_cuda,gpu,96,2,82,0,3.6511311025854065e-117,0
wsl2_cuda,gpu,96,2,82,1,4.2536814607211517e-100,-2.7880101264864488e-101
wsl2_cuda,gpu,96,2,82,2,2.6865925765391937e-81,-3.5369662270114175e-82
wsl2_cuda,gpu,96,2,82,3,1.2006613916082092e-64,-2.3882639982614376e-65
wsl2_cuda,gpu,96,2,82,4,3.5276678233126667e-51,-9.4523574442188676e-52
wsl2_cuda,gpu,96,2,82,5,9.9528251526503503e-42,-3.3785288857896855e-42
wsl2_cuda,gpu,96,2,82,6,4.0903731586610809e-35,-1.694288037484303e-35
