x,z,density,Jx,Jy,Jz,state
0,32,1.39932386e-03,0.00000000e+00,0.00000000e+00,1.39932386e-03,0
0,33,1.27226229e-03,0.00000000e+00,0.00000000e+00,-1.27226229e-03,0
0,34,1.18243571e-04,0.00000000e+00,0.00000000e+00,-1.18243571e-04,0
0,35,2.38060292e-03,0.00000000e+00,0.00000000e+00,-2.38060292e-03,0
0,36,1.31178390e-03,0.00000000e+00,0.00000000e+00,1.31178390e-03,0
0,37,8.81112676e-05,0.00000000e+00,0.00000000e+00,8.81112676e-05,0
0,38,2.06268792e-03,0.00000000e+00,0.00000000e+00,2.06268792e-03,0
0,39,2.10136657e-03,0.00000000e+00,0.00000000e+00,-2.10136657e-03,0
0,40,1.39934490e-04,0.00000000e+00,0.00000000e+00,-1.39934490e-04,0
0,41,1.52241574e-03,0.00000000e+00,0.00000000e+00,-1.52241574e-03,0
0,42,4.21658059e-04,0.00000000e+00,0.00000000e+00,4.21658059e-04,0
0,43,8.85703661e-04,0.00000000e+00,0.00000000e+00,-8.85703661e-04,0
0,44,6.27250141e-04,0.00000000e+00,0.00000000e+00,-6.27250141e-04,0
0,45,8.25366780e-04,0.00000000e+00,0.00000000e+00,8.25366780e-04,0
0,46,1.38877906e-03,0.00000000e+00,0.00000000e+00,-1.38877906e-03,0
0,47,2.39083086e-03,0.00000000e+00,0.00000000e+00,2.39083086e-03,0
0,48,3.96788204e-04,0.00000000e+00,0.00000000e+00,3.96788204e-04,0
0,49,1.66301969e-03,0.00000000e+00,0.00000000e+00,1.66301969e-03,0
0,50,9.30387467e-04,0.00000000e+00,0.00000000e+00,-9.30387467e-04,0
0,51,3.89848642e-04,0.00000000e+00,0.00000000e+00,3.89848642e-04,0
0,52,4.24080441e-03,0.00000000e+00,0.00000000e+00,4.24080441e-03,0
0,53,1.35375632e-03,0.00000000e+00,0.00000000e+00,-1.35375632e-03,0
0,54,1.22590465e-03,0.00000000e+00,0.00000000e+00,1.22590465e-03,0
0,55,4.41815283e-04,0.00000000e+00,0.00000000e+00,4.41815283e-04,0
0,56,1.96646018e-03,0.00000000e+00,0.00000000e+00,-1.96646018e-03,0
0,57,1.11106641e-03,0.00000000e+00,0.00000000e+00,1.11106641e-03,0
0,58,2.78743563e-03,0.00000000e+00,0.00000000e+00,-2.78743563e-03,0
0,59,2.51284327e-03,0.00000000e+00,0.00000000e+00,-2.51284327e-03,0
0,60,2.65977905e-05,0.00000000e+00,0.00000000e+00,2.65977905e-05,0
0,61,2.57923344e-03,0.00000000e+00,0.00000000e+00,-2.57923344e-03,0
0,62,2.99104367e-05,0.00000000e+00,0.00000000e+00,-2.99104367e-05,0
0,63,3.57003483e-03,0.00000000e+00,0.00000000e+00,3.57003483e-03,0
1,0,3.81205306e-04,0.00000000e+00,0.00000000e+00,-3.81205306e-04,0
1,1,2.04977187e-03,0.00000000e+00,0.00000000e+00,-2.04977187e-03,0
1,2,6.70872821e-04,0.00000000e+00,0.00000000e+00,6.70872821e-04,0
1,3,4.71843845e-03,0.00000000e+00,0.00000000e+00,4.71843845e-03,0
1,4,1.21590913e-03,0.00000000e+00,0.00000000e+00,1.21590913e-03,0
1,5,9.17525333e-04,0.00000000e+00,0.00000000e+00,-9.17525333e-04,0
1,6,1.81819465e-03,0.00000000e+00,0.00000000e+00,-1.81819465e-03,0
1,7,3.40873453e-03,0.00000000e+00,0.00000000e+00,-3.40873453e-03,0
1,8,3.04576058e-04,0.00000000e+00,0.00000000e+00,-3.04576058e-04,0
1,9,4.91898991e-04,0.00000000e+00,0.00000000e+00,-4.91898991e-04,0
1,10,1.21265436e-03,0.00000000e+00,0.00000000e+00,-1.21265436e-03,0
1,11,1.84330712e-03,0.00000000e+00,0.00000000e+00,1.84330712e-03,0
1,12,4.66532170e-04,0.00000000e+00,0.00000000e+00,4.66532170e-04,0
1,13,1.88968830e-03,0.00000000e+00,0.00000000e+00,1.88968830e-03,0
1,14,4.24150234e-04,0.00000000e+00,0.00000000e+00,4.24150234e-04,0
1,15,3.46945624e-04,0.00000000e+00,0.00000000e+00,-3.46945624e-04,0
1,16,2.90892909e-03,0.00000000e+00,0.00000000e+00,2.90892909e-03,0
1,17,1.15578042e-03,0.00000000e+00,0.00000000e+00,-1.15578042e-03,0
1,18,1.57546806e-03,0.00000000e+00,0.00000000e+00,1.57546806e-03,0
1,19,3.68993594e-04,0.00000000e+00,0.00000000e+00,-3.68993594e-04,0
1,20,2.32606372e-04,0.00000000e+00,0.00000000e+00,2.32606372e-04,0
1,21,9.63758494e-05,0.00000000e+00,0.00000000e+00,9.63758494e-05,0
