ftd_id,axis,resolution,phase_index,phase,initializer_gate,common_gate,inward_impulse,separation_decrease,matter_parallel,pseudomomentum_parallel,matter_norm,pseudomomentum_norm
FTD-0603,1,32,15,0.46875,7.4735139951598306e-14,7.4735139951598306e-14,0.00054333960107306621,0.00035440291949484504,-3.7644565192574688e-06,-3.7644565192574688e-06,9.3535951560976869e-05,9.3535951560976869e-05
FTD-0603,1,32,16,0.5,7.3485976418569132e-14,7.3485976418569132e-14,0.00054704185863095828,0.0003568176028867498,-1.3359152500906927e-05,-1.3359152500906927e-05,7.7430936179032647e-05,7.7430936179032647e-05
FTD-0603,1,32,17,0.53125,7.291896752960376e-14,7.2917691849860855e-14,0.00054619130395267956,0.00035626278869749228,-2.0697894165196931e-05,-2.0697894165196931e-05,6.2382183968212083e-05,6.2382183968212083e-05
FTD-0603,1,32,18,0.5625,7.4192092849084326e-14,7.4191737822748571e-14,0.00054082048475314107,0.00035275970559123238,-2.947599604250352e-05,-2.947599604250352e-05,5.1208731236640881e-05,5.1208731236640881e-05
FTD-0603,1,32,19,0.59375,7.5150177309357105e-14,7.5149359391596393e-14,0.00053099203933675075,0.00034634915486453366,-4.3388660683245958e-05,-4.3388660683245958e-05,5.0647885121390222e-05,5.0647885121390222e-05
FTD-0603,1,32,20,0.625,7.5761499938181709e-14,7.5761499938181709e-14,0.00051679868727543769,0.00033709150455063508,-6.613039592348282e-05,-6.613039592348282e-05,6.7379543678036435e-05,6.7379543678036435e-05
FTD-0603,1,32,21,0.65625,7.5931882309587806e-14,7.593193651969643e-14,0.00049836321497930545,0.0003250666801770663,-0.00010139443110812423,-0.00010139443110812423,0.00010169066721636417,0.00010169066721636417
FTD-0603,1,32,22,0.6875,7.5666090147002985e-14,7.5666090147002985e-14,0.00047583845591758203,0.0003103741519048242,-0.00015287213188022736,-0.00015287213188022736,0.0001534589567534813,0.0001534589567534813
FTD-0603,1,32,23,0.71875,7.4965995462876004e-14,7.496596659412047e-14,0.00044940726519418072,0.00029313291797894436,-0.00022425241314900655,-0.00022425241314900655,0.00022500641387236697,0.00022500641387236697
FTD-0603,1,32,24,0.75,7.3978815747831047e-14,7.39783126250948e-14,0.0004229452551594541,0.00027587087079528061,-0.00029064075293218979,-0.00029064075293218979,0.00029132182089836641,0.00029132182089836641
FTD-0603,1,32,25,0.78125,7.2624523582420775e-14,7.2624523582420775e-14,0.00040017482279823741,0.00026101633223252207,-0.00032602971619488473,-0.00032602971619488473,0.00032652173562041026,0.00032652173562041026
FTD-0603,1,32,26,0.8125,7.110949286803119e-14,7.11080500037653e-14,0.00038084023746096497,0.00024840269745762811,-0.00033425748266024973,-0.00033425748266024973,0.00033451256919833595,0.00033451256919833595
