backend_label,actual_backend,L,profile,arm,seed,dx,dy,dz,n,tick,source_real,source_imag,source_abs,div_real,div_imag,div_abs,occupancy,global_charge,removed_since_last,cumulative_removed,history_evaporation,history_other,history_required,history_enabled,toggles_valid,event_valid,source_valid,field_valid,execution_valid
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,13,0.029267136134041066,-0.30641970552288611,0.30781423162391425,0.010810836607387169,-0.11064212867752463,0.11116903717513046,18791,-49,102,13977,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,14,0.02910089057150686,-0.30494423627375561,0.30632964118517636,0.0118044038651512,-0.1209642725790905,0.12153887933990547,18742,-42,49,14026,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,15,0.029017767790239773,-0.30400755100467136,0.30538929567911532,0.012741374003630103,-0.13072834527184118,0.13134779354452097,18711,-43,31,14057,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,1,1,0,0,1,16,0.028982045685378391,-0.30352278807491001,0.30490333198060676,0.013609474355226216,-0.13980622538555573,0.14046707247174467,18695,-39,16,14073,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,0,0.0625,-0.63457314922559527,0.63764357733618682,0,0,0,32768,0,0,0,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,1,0.055320559836631006,-0.57153746542656414,0.57420853243996584,0,0,0,29467,39,3301,3301,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,2,0.052779870209302013,-0.51261714921651247,0.51532713529385876,0,0,0,26448,-32,3019,6320,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,3,0.047037897781155219,-0.46114494700541975,0.46353772875171856,0,0,0,23800,-62,2648,8968,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,4,0.042608914933963016,-0.41534267437069899,0.41752252248861282,0,0,0,21436,-6,2364,11332,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,5,0.037735821176044071,-0.37304062013465766,0.37494439117058459,0,0,0,19257,-9,2179,13511,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,6,0.034874505933422839,-0.33527974450309134,0.33708862074854817,0,0,0,17304,-46,1953,15464,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,7,0.030243078106879463,-0.30123275438283426,0.30274711573596824,0,0,0,15513,-71,1791,17255,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,8,0.027345384199025335,-0.27077109635529306,0.27214840925208383,0,0,0,13919,-45,1594,18849,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,9,0.023599151507250761,-0.24357221248402114,0.2447127758132446,0,0,0,12507,-9,1412,20261,0,0,0,0,1,1,1,1,1
